story_num,speaker,fname,utt_num,utt_translation,sent_num,words,sent_translation
3,KaioA,03 Sept23AMFX3.pdf,38,I stay. ,1,"['so', 'tIi', 'xabaA', '-ti']",Only I stay. 
3,KaioA,03 Sept23AMFX3.pdf,39,Xioitabíi (his wife) here. ,1,"['xioitabIi', '*', 'gAi']",Xioitabii [speaker's wife] [lives] here. 
3,KaioA,03 Sept23AMFX3.pdf,40,Bahaio (his child) also. ,1,"['bahaio', 'pIaii']",Bahaio [his child] now.
3,KaioA,03 Sept23AMFX3.pdf,41,Thus Hoaowii (shotgun: name of another of his children). ,1,"['xaI', 'hoaOwIi']",Thus Hoaowii [another one of his children].
3,KaioA,03 Sept23AMFX3.pdf,42,Thus Shit (the name of another of his children) went to live there (goo is also used as a question word.) ,1,"['tiiowi', 'pIaii', 'xaI', 'tiiowi', 'saiu_ai_morar', 'goO']",Thus now Tiiowi [another one of his children] went to live there.
3,KaioA,03 Sept23AMFX3.pdf,43,Alone. At Kaahai there is not a lot. One. Just one. ,1,['xabaxAigio'],Alone.
3,KaioA,03 Sept23AMFX3.pdf,43,Alone. At Kaahai there is not a lot. One. Just one. ,2,"['kaahai', '*', 'kaba', '*', '-hA', 'xaaIba', '-si']",At Kaahai [there are] certainly not many.
3,KaioA,03 Sept23AMFX3.pdf,43,Alone. At Kaahai there is not a lot. One. Just one. ,3,"['hOi', 'hOihi']",One. Just one.
3,KaioA,03 Sept23AMFX3.pdf,44,"Thus (at the place called) Palhal there are few. Now, here. I also. Few. Few. None. Not many. ",1,"['xaI', '*', 'palhal', 'hOii', '*']",Thus at Palhal [there are] few. 
3,KaioA,03 Sept23AMFX3.pdf,44,"Thus (at the place called) Palhal there are few. Now, here. I also. Few. Few. None. Not many. ",2,"['pIaii', 'agora', 'gAihi', 'ti', 'pIaii']",Now here I now...
3,KaioA,03 Sept23AMFX3.pdf,44,"Thus (at the place called) Palhal there are few. Now, here. I also. Few. Few. None. Not many. ",3,"['hOihi', 'hOihi']",Just one. Just one.
3,KaioA,03 Sept23AMFX3.pdf,44,"Thus (at the place called) Palhal there are few. Now, here. I also. Few. Few. None. Not many. ",4,"['kaba', '-hA', 'xaaIba', '-hiaba']",Certainly aren't not many.
3,KaioA,03 Sept23AMFX3.pdf,45,Now at Hoagahíai (there are) many Pirahã. ,1,"['agora', '*', 'hoagahIai', 'xaaIbA', 'ai', 'hiaitIihI']",Now at Hoagaiai the Piraha are numerous/many. 
3,KaioA,03 Sept23AMFX3.pdf,46,Thus Pirahã are many Pirahã. Hoagahiai at. Thus here.,1,"['xai', 'hiaitIihI', 'hi', 'aaIbA', 'ai', 'hiaitIihI', 'hoagahIai', '-xiga', 'xai', 'gAihi']",Thus the Piraha are numerous/many here at Hoagahiai.
3,KaioA,03 Sept23AMFX3.pdf,47,Hoigiigiai (lit: at the place of arrows or arrow shaft material) here. Hoihiigíai here.,1,"['hoihiigIai', 'hi', 'hoihiigIai', 'hi']",Hoigiigiai hoihiigiai.
3,KaioA,03 Sept23AMFX3.pdf,48,Foreigners call this Flechal (at the place of arrows or arrow shaft material). ,1,"['xaoOi', 'xaokasabIi', 'flechal']",Foreigners call [this place] Flechal. 
3,KaioA,03 Sept23AMFX3.pdf,48,Foreigners call this Flechal (at the place of arrows or arrow shaft material). ,2,"['xai', 'hiaitIihI', 'xaaIbA', 'ai', 'pIaii']",Thus now the Piraha are numerous [at Flechal].
3,KaioA,03 Sept23AMFX3.pdf,49,Hoigiigiai. Hoigiigiai also. Many. ,1,"['hoihiigIai', 'hoihiigIai', 'pIaii', 'hi', 'aaIbA', 'ai']",At Hoigiigiai now they are numerous.
3,KaioA,03 Sept23AMFX3.pdf,50,"Thus Pirahã, jungle ('place') calls Hoihiigíai. ",1,"['xaI', 'hiaitIihI', 'xoI', 'hi', 'aokasAi', 'hoihiigIai']",Thus the Piraha call [this] place Hoihiigiai. 
3,KaioA,03 Sept23AMFX3.pdf,51,"Thus, Flechal. Thus foreigners foreigner (prefix) he calls it. ",1,"['xaI', 'flechal', 'xaI', 'xaoOi', 'xao', 'hi', 'xaokasabIi']",Thus foreigners call [it] Flechal. 
3,KaioA,03 Sept23AMFX3.pdf,52,Thus the Pirahãs call it Hoihiigíai. Hoihiigiai.,1,"['xai', 'hiaitIihI', 'hi', 'xaokasabIi', 'hoihiigIai', 'hoihiigIai']",Thus the Piraha call [it] HoihiigIai.
3,KaioA,03 Sept23AMFX3.pdf,53,Here. At Hoagaihiaii (there are Pirahã). More towards here. Hoagaihiaihi. ,1,"['gAihi', 'hoagaihIai', '-hi', 'hiaitIihI', 'mais_pra_ca', 'hoagaihIai', '-hI']","Here at Hoagaihiaii [there are] Piraha, more towards here."
3,KaioA,03 Sept23AMFX3.pdf,54,There are many Pirahãs at Hoagaihiaihi. (At) Hoagaihiaihi. ,1,"['xaI', '*', 'xaaIbA', 'ai', 'hiaitIihI', 'hoagaihIai', 'hoagaihIai']",Well the Piraha are numerous at Hoagaihiai.
3,KaioA,03 Sept23AMFX3.pdf,55,Thus you (already) know Hoagaihiai.,1,"['xaI', 'gIxai', 'saabi', 'hoagaihIai']",Thus you [Dan] [already] know Hoagaihiai. 
3,KaioA,03 Sept23AMFX3.pdf,56,Thus I say. I speak to the recorder now. ,1,"['xaI', 'tI', 'igAI', '-sai']","(As has been mentioned,) thus I say. "
3,KaioA,03 Sept23AMFX3.pdf,56,Thus I say. I speak to the recorder now. ,2,"['hi', 'ahoAi', 'topaaga', '-hai', 'agora']",I talk to the recorder now. 
3,KaioA,03 Sept23AMFX3.pdf,57,Here Kabagai (Pirahã woman) lives alone (not really - her husband lives with her). Thus alone Kabagai. ,1,"['gAi', 'kabagAi', 'xabaxAIgio', '*']",Here Kabagai [Piraha woman] [lives] alone.
3,KaioA,03 Sept23AMFX3.pdf,57,Here Kabagai (Pirahã woman) lives alone (not really - her husband lives with her). Thus alone Kabagai. ,2,"['xai', '*', 'xabaxAIgio', '*', 'kabagai']",Thus alone Kabagai. 
3,KaioA,03 Sept23AMFX3.pdf,58,There are no Pirahãs. No others. ,1,"['*', 'hiaiitii', 'kaba', '*', 'kapiOxiai']",The others [are] not Piraha.
3,KaioA,03 Sept23AMFX3.pdf,59,"Thus almost here. Here at Passar Bem, at the side of. ",1,"['xai', 'quase', 'gAi', 'gAi', 'passabem', 'xibigai']",Thus almost here here Passar Bem strong.
3,KaioA,03 Sept23AMFX3.pdf,60,Many there are few. Almost there are a lot. ,1,"['xaaIbAai', 'hI', 'ai', 'kOi', '-hi']",Many [of] them certainly are a few.
3,KaioA,03 Sept23AMFX3.pdf,60,Many there are few. Almost there are a lot. ,2,"['quase', 'xaI', 'muito', 'hi', 'ai']","Well, [there] are almost very [many]. "
3,KaioA,03 Sept23AMFX3.pdf,61,Thus many at this jungle thus there. Many. Many are here. Many.,1,"['xai', 'xaaIbAai', 'hi', 'xoi', 'hi', 'ai', 'xai', 'hI', 'baagi']",Thus many of them at this jungle/place they are thus here-- many. 
3,KaioA,03 Sept23AMFX3.pdf,61,Thus many at this jungle thus there. Many. Many are here. Many.,2,"['bAagiso', 'xaagA', 'gAi', 'bAagiso']",Many are here. 
3,KaioA,03 Sept23AMFX3.pdf,62,Thus I also am at one. ,1,"['xaI', 'tI', '*', 'pIai', 'hOi', '-ho', '*']",Thus [with respect to] me [there are] now few. 
3,KaioA,03 Sept23AMFX3.pdf,63,Thus Bernardo also here. One. Not many. ,1,"['xaI', 'gAihi', 'tiapAobii', 'pIaii', '*']","Well, Bernardo [is] also here."
3,KaioA,03 Sept23AMFX3.pdf,63,Thus Bernardo also here. One. Not many. ,2,"['hOi', 'xaaIba', '-hiaba']",One. Not many.
3,KaioA,03 Sept23AMFX3.pdf,64,Thus Bernardo (where he lives) there aren't many. Here. No one/nothing. ,1,"['xaI', 'tiapAobii', 'xaaIba', '*', '-hiaba']","Well, [where] Bernardo [lives] [there are] not many. "
3,KaioA,03 Sept23AMFX3.pdf,64,Thus Bernardo (where he lives) there aren't many. Here. No one/nothing. ,2,"['gAihi', '*', 'kab', 'ai']",Here aren't [many].
3,KaioA,03 Sept23AMFX3.pdf,65,At Hoagaihiai. There are many Pirahã. Thus at Hoagaihiai there are many. ,1,"['hoagaihiai', 'xaaIbAi', 'hiaitIihI', 'xai', 'hoagaihIai', 'xaaIbAi', '*']",Thus at Hagaihiai many Piraha [are] numerous at Hoagaihiai.
3,KaioA,03 Sept23AMFX3.pdf,66,Here at Flechal also. There are many. Pirahãs. ,-1,"['gAi', 'hoihigiai', 'pIaii', '*', 'xaaIbA', 'ai', 'hiaitIi']",
3,KaioA,03 Sept23AMFX3.pdf,67,At Coatá also. There are many Pirahãs. Many children. Thus there. (There are) many (at) Coata. ,1,"['CoatA', 'pIaii', 'xaaIbAai', 'hiatIi', 'xaaIbAai', 'tiobAhai', 'xaI', 'xai', '*', '-xIga', 'xaaIbAai', 'coatA']","At Coata now many Piraha, many children, thus really [are] numerous at Coata."
3,KaioA,03 Sept23AMFX3.pdf,68,"Thus. Paagagisai (what we call the foreign name, Coatá) You already know it.",1,"['xaI', 'paagagIsai', 'nome', 'xaoOi', 'gIxai', 'soxOA', 'conhece', 'xai']","Thus Paagagisai name foreigner, you already know [it] thus."
3,KaioA,03 Sept23AMFX3.pdf,69,"Thus Coatá, more towards here. Coatá. Thus at Coatá many.",1,"['xaI', 'CoatA', 'mais_para_cA', 'CoatA']","Thus Coata, more towards here, Coata."
3,KaioA,03 Sept23AMFX3.pdf,69,"Thus Coatá, more towards here. Coatá. Thus at Coatá many.",2,"['xai', 'coatA', 'xaaIbAai', '*']","Well, [there are] many at CoatA. "
3,KaioA,03 Sept23AMFX3.pdf,70,Ok. I am going to talk to the foreigner (Randall).,-1,,
3,KaioA,03 Sept23AMFX3.pdf,70,Ok. I am going to talk to the foreigner (Randall).,1,"['xaI', 'tI', 'xahoaI', 'xaoOi']","[Dan speaking:] Well, I [will now] talk to the foreigner [Randall]."
3,KaioA,03 Sept23AMFX3.pdf,71,Okay.,1,['xigIai'],Okay.
4,XahoApati (Simão),04 panther.pdf,1,Here the jaguar pounced upon my dog.,1,"['xakI', 'xakI', 'ti', 'kagAIhiaI', 'kagi', 'ab', '-A', '-i', '-p', '-I']","Here, here the jaguar pounced upon my companion [dog]."
4,XahoApati (Simão),04 panther.pdf,1,Here the jaguar pounced upon my dog.,2,"['*', 'k', 'o', '-A', '-i']",[The jaguar] killed it.
4,XahoApati (Simão),04 panther.pdf,2,"There the jaguar pounced on my dog and the dog died, it happened with respect to me.",1,"['ti', 'kagAIhiaI', 'kagi', 'ab', '-A', '-i', '-p', '-I']",The jaguar pounced on my companion [dog].
4,XahoApati (Simão),04 panther.pdf,2,"There the jaguar pounced on my dog and the dog died, it happened with respect to me.",2,"['*', 'k', 'o', '-Ai']",[The jaguar] killed it.
4,XahoApati (Simão),04 panther.pdf,2,"There the jaguar pounced on my dog and the dog died, it happened with respect to me.",3,"['xaI', 'ti', '*', 'ai', '-A', 'xai', '-A']","Yes, [this] certainly did [happen to] me."
4,XahoApati (Simão),04 panther.pdf,3,There the jaguar killed the dog by pouncing on it.,1,"['gaI', '*', 's', 'ib', '-a', '-i', '-b', '-i', 'ab', '-ab', '-A', '-o', '-p', '-i', '-i', '-A']",There [the jaguar] certainly hit/killed the animal [dog] by pouncing.
4,XahoApati (Simão),04 panther.pdf,4,"With respect to it, the jaguar pounced on the dog, I thought I saw it.",1,"['xi', 'kagi', 'ab', '-A', '-i', '-p', '-I', '-sigI', '-ai', 'gaI', '-si', '-i']",The animal [jaguar] pounced on the companion [dog] there.
4,XahoApati (Simão),04 panther.pdf,4,"With respect to it, the jaguar pounced on the dog, I thought I saw it.",2,"['xIs', 'a', '-p', '-i', '-k']",The animal [jaguar] jumped down.
4,XahoApati (Simão),04 panther.pdf,4,"With respect to it, the jaguar pounced on the dog, I thought I saw it.",3,"['*', 'ob', '-A', '-o', '-b', '-i', '-I', '-haI']",[I] saw [it].
4,XahoApati (Simão),04 panther.pdf,5,Then I recognized that the panther pounced on my dog.,1,"['xaI', 'ti', 'xai', '-A', 'xakI']",Then I did [see] here.
4,XahoApati (Simão),04 panther.pdf,5,Then I recognized that the panther pounced on my dog.,2,"['kopaIyai', 'kagi', 'ab', '-A', '-i', '-p', '-A', '-hai']",The panther pounced on the companion [dog].
4,XahoApati (Simão),04 panther.pdf,6,Then the panther pounced on my dog.,1,"['xaI', 'kopaIyai', 'kagi', 'ab', '-A', '-i', '-p', '-A', '-hai', '-i']",Then the panther pounced on the companion [dog].
4,XahoApati (Simão),04 panther.pdf,7,Then I said that this (is the work of) a panther.,1,"['xaI', 'ti', 'gA', 'xai', '-A']",Then I spoke.
4,XahoApati (Simão),04 panther.pdf,7,Then I said that this (is the work of) a panther.,2,"['kopaIyai', 'xAaga', '-hA', '-I', '-a']","""A panther certainly was [what did this]."""
4,XahoApati (Simão),04 panther.pdf,8,"Then I said with respect to the panter, ""Here is where it went. I think I see (where it went)"".",1,"['xaI', 'kopaI', 'ti', 'gAi']",Then I spoke about the panther.
4,XahoApati (Simão),04 panther.pdf,8,"Then I said with respect to the panter, ""Here is where it went. I think I see (where it went)"".",2,"['xakI', '-si', 'xIs', 'a', '-p', '-i']","""Here (this place that as been mentioned) [is where] the animal went."""
4,XahoApati (Simão),04 panther.pdf,8,"Then I said with respect to the panter, ""Here is where it went. I think I see (where it went)"".",3,"['*', 'k', 'ob', '-ab', '-A', '-o', '-p', '-iI', '-haI']","""[I] intend to go seeing/watching it."" ###Or possibly: [I] am seeing it go."
4,XahoApati (Simão),04 panther.pdf,9,"Uh, I said ""The jaguar then jumped up on the log"".",1,"['mm', 'ti', 'gA', 'xai', '-A']","Uh, I spoke."
4,XahoApati (Simão),04 panther.pdf,9,"Uh, I said ""The jaguar then jumped up on the log"".",2,"['xakI', 'xIs', 'a', '-o', '-b', '-ogA', 'xai', '-A', 'xai']","""The animal [the jaguar] jumped up here onto a [log]""."
4,XahoApati (Simão),04 panther.pdf,10,"As for the dog, the panther pounced on the partner.",1,"['giaibaI', 'kopaIyai', 'kAgi', 'ab', '-A', '-i', '-p', '-A', '-hA', '-ii']","[As for the] dog, the panther certainly pounced on the companion [dog]."
4,XahoApati (Simão),04 panther.pdf,11,The panther hit the dog and it had died.,1,"['kopaIyai', 'xIb', '-ai']",The panther hit [the dog].
4,XahoApati (Simão),04 panther.pdf,11,The panther hit the dog and it had died.,2,"['k', 'oaI']",It died.
4,XahoApati (Simão),04 panther.pdf,11,The panther hit the dog and it had died.,3,"['s', 'aagA', '-hai']",The animal was [dying].
4,XahoApati (Simão),04 panther.pdf,12,"Then when I had gunshot the jaguar, it began to fall.",1,"['xaI', '*', 'k', 'apA', '-g', '-ob', '-aO']",Then [I] gunshot it [the jaguar].
4,XahoApati (Simão),04 panther.pdf,12,"Then when I had gunshot the jaguar, it began to fall.",2,"['s', 'ob', '-A', '-I', '-b', '-A', '-o', '-hoagAi', '-xii', '-gA', 'xaI']",The animal still began to die/fall.
4,XahoApati (Simão),04 panther.pdf,13,"""KaapAsi"", I said, ""Throw a basket (to me)"".",-1,,
4,XahoApati (Simão),04 panther.pdf,13,"""KaapAsi"", I said, ""Throw a basket (to me)"".",1,['kaapAsi'],"""Kaapasi"""
4,XahoApati (Simão),04 panther.pdf,13,"""KaapAsi"", I said, ""Throw a basket (to me)"".",2,"['xaI', 'ti', 'gAI']","Well, I spoke."
4,XahoApati (Simão),04 panther.pdf,13,"""KaapAsi"", I said, ""Throw a basket (to me)"".",3,"['kaapAsi', '*', 'kaxAowI', 'k', 'ob', '-A', '-aA', '-ta', '-haI']","""Kaapasi, throw a basket [to me]""."
4,XahoApati (Simão),04 panther.pdf,14,Throw me a basket to put the dog into.,1,"['xI', 'kagi', '-hoi', 'xOb', '-A', '-aA', '-ta', '-haI']",She/you throw a basket [to put the dog into].
4,XahoApati (Simão),04 panther.pdf,14,Throw me a basket to put the dog into.,2,"['*', 'kagi', 'ab', '-A', '-i', '-p', '-I']",[I?/you?/she?] catch a basket.
4,XahoApati (Simão),04 panther.pdf,15,The same cat pounced on the dog.,1,"['*', 'sigi', 'Ai', '-hI']",[This] same [jaguar] was.
4,XahoApati (Simão),04 panther.pdf,15,The same cat pounced on the dog.,2,"['xaI', 'bAOhoipaI', 's', 'a', '-o', 'xab', '-a', '-ab', '-o']","Well, [this] cat was pouncing on the animal [dog]."
4,XahoApati (Simão),04 panther.pdf,16,"The panther pounced on the dog, thus it caused him to be not.",1,"['kopaIai', 's', 'a', '-o', 'xab', '-a', '-ab', '-A', '-hA', 'taIo']",Because the panther certainly was pouncing on the animal [dog].
4,XahoApati (Simão),04 panther.pdf,16,"The panther pounced on the dog, thus it caused him to be not.",2,"['xaI', '*', 'xab', 'a', '-ab', '-A', '-A', 'taIo']",Because then [it] certainly was causing [it to] not [exist].
4,XahoApati (Simão),04 panther.pdf,17,Put the jaguar into the same basket with the dog.,-1,,
4,XahoApati (Simão),04 panther.pdf,17,Put the jaguar into the same basket with the dog.,1,"['xI', 'kag', 'igI', 'a', 'xiowi']",It [the jaguar] is in there [the basket] with the dog.
4,XahoApati (Simão),04 panther.pdf,17,Put the jaguar into the same basket with the dog.,2,"['hi', 'A', '-o', '-b', '-IsigI', '-o', 'kag', 'igI', '-a', 'xiowi']",You/he put [it] into the same basket there.
4,XahoApati (Simão),04 panther.pdf,18,"Put it in with the dog, he caused the dog to be not. He has therefore already (died).",1,"['*', 'hi', 'a', '-o', '-b']",Put it down.
4,XahoApati (Simão),04 panther.pdf,18,"Put it in with the dog, he caused the dog to be not. He has therefore already (died).",2,"['*', 'is', 'ig', '-I', '-o', 'xab', '-a', '-ab', '-A', 'taO']",Therefore [you] were setting [it] with the animal [dog].
4,XahoApati (Simão),04 panther.pdf,18,"Put it in with the dog, he caused the dog to be not. He has therefore already (died).",3,"['hi', 'agIa', '*', '-sO', '-xo', '-i']",Because he [the dog] [is] finished.
4,XahoApati (Simão),04 panther.pdf,19,"When you have the jaguar parts in the basket, then put the basket on your head [with a tumpline -DLE].",1,"['xIs', 'agIa', 'xI', 'ig', 'A', '-i', '-p', '-AO']",Because/after the animal has been put with the animal.
4,XahoApati (Simão),04 panther.pdf,19,"When you have the jaguar parts in the basket, then put the basket on your head [with a tumpline -DLE].",2,"['*', 'kagi', '-hoi', 'xo', '-A', '-o', '-b', '-A', '-hA', 'xaI']",Then put the basket [on your head].
4,XahoApati (Simão),04 panther.pdf,20,The dog then at night smelled him for sure then.,1,"['giaibAi', '-hi', 'xaI', 'xa', 'hoa', '-O', 'xita', 'Ogi', 'xaaga', '-hA', 'xai']",The dog then at night [when the fires are lit] certainly smelled [the jaguar] then.
4,XahoApati (Simão),04 panther.pdf,21,It is right on top of the dog. It pounced on the dog and killed him.,1,"['*', 'kagi', 'Igi', '-I', 'bag', '-Ai', '-hI']","[It is right on top of] the companion [dog], [certainly/directly] touching [it]."
4,XahoApati (Simão),04 panther.pdf,21,It is right on top of the dog. It pounced on the dog and killed him.,2,"['*', 'kagi', 'ab', '-A', '-boi', '-ta', '-A']",[It] pounced on the companion [dog].
4,XahoApati (Simão),04 panther.pdf,21,It is right on top of the dog. It pounced on the dog and killed him.,3,"['hI', 'ab', '*', '-A']",He [the dog] certainly does not [live].
4,XahoApati (Simão),04 panther.pdf,22,It is right on top of the dog. It pounced on the dog and killed him.,1,"['*', 'kagi', 'ab', 'o', '-I', '-boI', '-ta', '-A', '-sog', '-ab', '-ai', '-sai', 'xOO', '-agA']",[It] pounced on the companion [dog] [and killed him].
4,XahoApati (Simão),04 panther.pdf,23,"Then I was talking, then Kaapasi he, animal, he ...",1,"['xaI', 'ti', 'gA', 'xai', '-A']",Then I spoke.
4,XahoApati (Simão),04 panther.pdf,24,Don't shoot from far away. Be shooting down on it.,1,"['*', 'kA', 'ap', '-I', '-xoog', '-ab', '-i', '-sahaI']",[You] mustn't want to be shooting far.
4,XahoApati (Simão),04 panther.pdf,24,Don't shoot from far away. Be shooting down on it.,2,"['*', 'k', 'apA', '-o', '-b', '-Ii', '-ga', '-At', '-i']",Continue to shoot down on it.
4,XahoApati (Simão),04 panther.pdf,25,"I moved quickly down towards the action onto the trunk, (I) killed it, thus it changed (died).",1,"['xi', 'ti', 'boI', '-t', '-A', '-o', '-b', '-I', '-haI']",I moved quickly down towards the animal.
4,XahoApati (Simão),04 panther.pdf,25,"I moved quickly down towards the action onto the trunk, (I) killed it, thus it changed (died).",2,"['*', 'xI', 'k', 'o', '-ab', '-A', '-o', '-b', '-A', '-hA']",Certainly [I] finished/accomplished killing the animal.
4,XahoApati (Simão),04 panther.pdf,25,"I moved quickly down towards the action onto the trunk, (I) killed it, thus it changed (died).",3,"['taIo', 'xIs', '*', '-agI', '-a']",Thus the animal certainly changed [died].
4,XahoApati (Simão),04 panther.pdf,26,It was dying and it wasn't able to leave therefore.,1,"['xI', 'k', 'o', '-ab', '-A', '-o', '-b', '-Ii', '-gA', '-hA']",Certainly the animal continued dying.
4,XahoApati (Simão),04 panther.pdf,26,It was dying and it wasn't able to leave therefore.,2,"['taI', '-o', 'xI', 'k', 'ahA', '-p', '-iI', '-hiab', 'a', '-hA', 'taI', '-o']",Therefore the animal certainly wasn't able to leave therefore.
4,XahoApati (Simão),04 panther.pdf,27,"OK, then, it thus came to die. Then it was coming to die.",1,"['xigI', 'xai', 'xI', 'k', 'o', '-ab', '-A', '-o', '-b', '-A', '-A', 'taI', '-o']","OK, then, certainly the animal was dying therefore."
4,XahoApati (Simão),04 panther.pdf,27,"OK, then, it thus came to die. Then it was coming to die.",2,"['xaI', 'k', 'o', '-ab', '-A', '-o', '-b', '-Ii', '-g']",Then it continued dying.
4,XahoApati (Simão),04 panther.pdf,28,"Then Kaapasi, OK, he shot it.",1,"['xaI', 'kaapAsi', 'xigIa', 'xapA', '-o', '-b', '-I', '-sAi', '-hI']","Then Kaapasi, okay, [he] shot [it]."
4,XahoApati (Simão),04 panther.pdf,29,Then the animal thus changed and was dying. When the animal stood up it went away again.,1,"['xaI', 's', 'agIa', 'k', 'o', '-Ab', '-A', '-o', '-b', '-A', '-I']",Then the animal it therefore was dying.
4,XahoApati (Simão),04 panther.pdf,29,Then the animal thus changed and was dying. When the animal stood up it went away again.,2,"['s', 'agIa', 'sit', '-o', '-A', '-op', '-AO']",The animal therefore stood up. ###Or possibly: Because/after the animal stood up.
4,XahoApati (Simão),04 panther.pdf,29,Then the animal thus changed and was dying. When the animal stood up it went away again.,3,"['k', 'ahA', '-pi', '-tA']",It went away again.
4,XahoApati (Simão),04 panther.pdf,30,Its dying was lingering.,1,"['k', 'o', '-Ab', '-A', '-o', '-b', '-AI', '-saI']",It was dying.
4,XahoApati (Simão),04 panther.pdf,31,"I therefore shot it again, breaking its elbow.",1,"['ti', 'xagiA', 'k', 'apa', '-Ig', '-A', '-o', '-b', '-I', '-ta', '-haI']",Because I shot it again. ###Or possibly: I therefore shot it again.
4,XahoApati (Simão),04 panther.pdf,31,"I therefore shot it again, breaking its elbow.",2,"['i', 'toI', 'hi', '-O', 'xI', 'Ai', 'hI', 'xaI', '*']","The animal's elbow bone -- it [was] hurt [broken]. ###Or: The animal's elbow, at it [at that part], the animal's bone it [was] hurt/broken."
4,XahoApati (Simão),04 panther.pdf,32,"Then I shot it again, I therefore shot it again then.",1,"['ti', 'I', 'k', 'apa', '-Ig', '-A', '-o', '-b', '-I', '-ta', '-haI', 'xaI']",I shot it again then.
4,XahoApati (Simão),04 panther.pdf,32,"Then I shot it again, I therefore shot it again then.",2,"['ti', 'giA', 'k', 'ap', '-A', '-o', '-b', '-I', '-so']",I therefore shot it then. ###Or possibly: Because I shot it then.
4,XahoApati (Simão),04 panther.pdf,33,"It came to die, it came to die; it had thick fur.",1,"['k', 'o', '-ab', '-Ai']",It was dying.
4,XahoApati (Simão),04 panther.pdf,33,"It came to die, it came to die; it had thick fur.",2,"['k', 'o', '-ab', '-A', '-ig', '-A', '-o', '-b', '-i', '-haA', 'xaI']",It was certainly dying then.
4,XahoApati (Simão),04 panther.pdf,33,"It came to die, it came to die; it had thick fur.",3,"['xis', 'ai', '-ta', 'Ogi', '*']",The animal's fur/essence [was] strong/thick.
4,XahoApati (Simão),04 panther.pdf,34,"It intended thus to die. He did not move, therefore. His fur/essence is strong.",1,"['xI', 'k', 'oa', '-iI']",The animal it intended to die.
4,XahoApati (Simão),04 panther.pdf,34,"It intended thus to die. He did not move, therefore. His fur/essence is strong.",2,"['hi', 'ab', 'a', '-A', 'taI', '-o', 'gIi', '-sai']",Therefore he did not move [from] there.
4,XahoApati (Simão),04 panther.pdf,34,"It intended thus to die. He did not move, therefore. His fur/essence is strong.",3,"['xis', 'ai', '-ta', 'Ogi', '*']",The animal's fur/essence [is] strong/thick.
4,XahoApati (Simão),04 panther.pdf,35,"He had not died. (I said) ""That foreigner, you (Dan) the foreigner, have not seen (a jaguar) dead.""",1,"['k', 'o', '-aI', '-hiab', '-i', '-kwI', 'gAi']",He had not yet died there. ###Or possibly: He had not yet died. [I] spoke.
4,XahoApati (Simão),04 panther.pdf,35,"He had not died. (I said) ""That foreigner, you (Dan) the foreigner, have not seen (a jaguar) dead.""",2,"['xaowi', '-I', 'xaowi', 'gIai', 'k', 'ob', '-ai', '-hiab', '-i', '-kwI']","""Foreigner, foreigner, you have not seen it [a jaguar]."""
4,XahoApati (Simão),04 panther.pdf,36,"Then right away, (I) moved it, right then.",-1,,
4,XahoApati (Simão),04 panther.pdf,36,"Then right away, (I) moved it, right then.",1,"['xaI', 'pixAi', '*', 'xI', 'k', 'a', '-ap', '-I', '-kwI', 'pixAi', '-xII', '-g', '-a']","Then now [right then], [I] moved it, now [right then]."
4,XahoApati (Simão),04 panther.pdf,37,"Then cats, Xisaitaógi (not DLE) has already seen.",1,"['xaI', 'bAOhoipaI', 'so', 'xisaitaOgi', 'sowA', 'k', 'ob', '-ai']","Well, just cats -- Steve has already seen it/that."
4,XahoApati (Simão),04 panther.pdf,38,"Here jaguars [marked-he-is] (he has seen), only panthers the foreigner (not DLE) has not yet seen.",1,"['xakI', 'kagAIhiAI', '*', '*']",Here jaguars [he has seen].
4,XahoApati (Simão),04 panther.pdf,38,"Here jaguars [marked-he-is] (he has seen), only panthers the foreigner (not DLE) has not yet seen.",2,"['so', 'kopaIyai', 'xisaitaOgi', 'hi', 'I', 'k', 'ob', '-ai', '-hiab', '-ii', '-g', '-A']",Only a panther -- Steve still has not yet seen it/that animal.
4,XahoApati (Simão),04 panther.pdf,39,"Now, the Pirahãs have just now shot (a jaguar).",1,"['pixAi', 'soxOA', 'hiaitIihI', 'k', 'ap', '-I', '-kwI', 'pixAi', '-xIIga']","Now, already the Piraha shot it [the panther] just now."
4,XahoApati (Simão),04 panther.pdf,40,Then the Pirahãs are intensely afraid of panthers. The end.,1,"['xaI', 'hiaitIihI', 'baai', '-owI', '*', 'baOhoipaI', 'kopaIyaihi']","Thus, the Piraha [have] an intense fear [of] panthers."
4,XahoApati (Simão),04 panther.pdf,40,Then the Pirahãs are intensely afraid of panthers. The end.,2,['xigIai'],The end.
5,Itaibigai,05 VISIT OF THE ANTHROPOLOGISTS.pdf,1,"Abagi said, I will live with the anthropologists.",1,"['Xabagi', 'hi', 'aigIa', 'gA', 'xai', '-haI']",Xabagi thus spoke.
5,Itaibigai,05 VISIT OF THE ANTHROPOLOGISTS.pdf,1,"Abagi said, I will live with the anthropologists.",2,"['*', 'aogI', 'igIo', 'ai', '-haI', 'aogI']","""I will be [live] with the foregn women [the anthropologists]."""
5,Itaibigai,05 VISIT OF THE ANTHROPOLOGISTS.pdf,2,"I'll stay with them, I won't leave.",1,"['*', 'aogI', 'igIo', '*']","""[I'll stay] with the foreign women."""
