,Line,Spkr,StTime,Content,EnTime
3948,746,ATL_int_01,1013.0928,(pause 0.24),1013.3304
3949,747,ATL_int_01,1013.3304,He's [cool.],1013.8824
3950,748,ATL_se0_ag1_f_03,1013.5475,"[Um], who else?",1015.6048
3951,749,ATL_se0_ag1_f_03,1016.7792,I like everybody.,1017.8461
3952,750,ATL_se0_ag1_f_03,1017.8461,(pause 0.19),1018.0383
3953,751,ATL_se0_ag1_f_03,1018.0383,I mean [I think if somebody-],1019.13
3954,752,Misc,1018.493,[/Your Af-/],1019.0304
3955,753,ATL_se0_ag1_f_03,1019.3428,[huh?],1019.7956
3956,754,Misc,1019.3899,[Your] African god.,1020.6125
3957,755,ATL_se0_ag1_f_03,1021.5634,I love Davito. I like African music too. I forgot to say that.,1024.4182
3958,756,ATL_se0_ag1_f_03,1024.4182,(pause 0.09),1024.5098
3959,757,ATL_se0_ag1_f_03,1024.5098,I love African music.,1025.7832
3960,758,ATL_int_01,1025.87,So African music is a totally different vibe than the soca reggae?,1030.4725
3961,759,Misc,1030.9981,[Mm-hm.],1031.3667
3962,760,ATL_se0_ag1_f_03,1031.1996,[Yeah.],1031.7584
3963,761,ATL_int_01,1031.9071,Okay.,1032.3538
3964,762,ATL_int_01,1032.3538,(pause 0.38),1032.7384
3965,763,ATL_int_01,1032.7384,I gotta check that out.,1033.7061
3966,764,ATL_se0_ag1_f_03,1035.6041,"Yeah. I like- I like a lot of, um,",1037.4544
3967,765,ATL_se0_ag1_f_03,1037.4544,(pause 0.74),1038.1988
3968,766,ATL_se0_ag1_f_03,1038.1988,different types of music and a lot of different type of-,1039.8177
3969,767,ATL_se0_ag1_f_03,1039.8177,(pause 0.23),1040.0472
3970,768,ATL_se0_ag1_f_03,1040.0472,types of artists.,1040.8624
3971,769,ATL_se0_ag1_f_03,1040.8624,(pause 0.29),1041.1555
3972,770,ATL_se0_ag1_f_03,1041.1555,I feel like,1041.7592
3973,771,ATL_se0_ag1_f_03,1041.7592,(pause 1.68),1043.4358
3974,772,ATL_se0_ag1_f_03,1043.4358,"when some people look at my playlist, or hear like different things, when I'm driving around with them,",1047.8585
3975,773,ATL_se0_ag1_f_03,1047.8585,(pause 0.40),1048.2616
3976,774,ATL_se0_ag1_f_03,1048.2616,"they're like, oh you listen to this? Like they wouldn't think I would listen to it. Like, I like-",1051.5014
3977,775,ATL_se0_ag1_f_03,1051.5014,(pause 0.27),1051.7681
3978,776,ATL_se0_ag1_f_03,1051.7681,I love music basically.,1052.928
3979,777,ATL_int_01,1053.3188,"[Okay, okay.]",1054.2865
3980,778,ATL_se0_ag1_f_03,1053.5946,[Mm-hm.],1053.9335
3981,779,ATL_int_01,1055.1815,"um,",1055.9569
3982,780,ATL_int_01,1055.9569,(pause 0.27),1056.2298
3983,781,ATL_int_01,1056.2298,what about,1056.9059
3984,782,ATL_int_01,1056.9059,(pause 1.07),1057.979
3985,783,ATL_int_01,1057.979,"you- you're indifferent to when it come to the music, what about the TV shows? What",1062.8253
3986,784,ATL_int_01,1062.8253,(pause 0.42),1063.2471
3987,785,ATL_int_01,1063.2471,"different type of shows do you watch, or movies,",1066.2058
3988,786,ATL_int_01,1066.2058,(pause 0.21),1066.4167
3989,787,ATL_int_01,1066.4167,what not.,1066.9005
3990,788,ATL_se0_ag1_f_03,1067.1443,"Know what, I think,",1067.9908
3991,789,ATL_se0_ag1_f_03,1067.9908,(pause 0.11),1068.0984
3992,790,ATL_se0_ag1_f_03,1068.0984,"um,",1068.6268
3993,791,ATL_se0_ag1_f_03,1068.6268,(pause 0.46),1069.0858
3994,792,ATL_se0_ag1_f_03,1069.0858,"since I'm older now,",1070.2147
3995,793,ATL_se0_ag1_f_03,1070.2147,(pause 0.94),1071.1575
3996,794,ATL_se0_ag1_f_03,1071.1575,I haven't really even been watching TV like that.,1073.4172
3997,795,ATL_se0_ag1_f_03,1073.4172,(pause 0.29),1073.7087
3998,796,ATL_se0_ag1_f_03,1073.7087,Honestly. I can't tell.,1075.2471
3999,797,ATL_se0_ag1_f_03,1075.2471,(pause 0.42),1075.6626
4000,798,ATL_se0_ag1_f_03,1075.6626,I could say,1076.3946
4001,799,ATL_se0_ag1_f_03,1076.3946,(pause 0.81),1077.2072
4002,800,ATL_se0_ag1_f_03,1077.2072,"when I come in the house, my TV's on the same channel",1079.4778
4003,801,ATL_se0_ag1_f_03,1079.4778,(pause 0.71),1080.1926
4004,802,ATL_se0_ag1_f_03,1080.1926,"for about three, four days. But when I do watch TV, I watch, um, Power.",1085.372
4005,803,ATL_se0_ag1_f_03,1085.372,(pause 0.11),1085.4792
4006,804,ATL_se0_ag1_f_03,1085.4792,"A lot of [stuff be on] record too, so.",1087.4517
4007,805,Misc,1085.7273,[Mm-hm.],1086.0933
4008,806,ATL_int_01,1087.5076,Okay.,1087.979
4009,807,ATL_se0_ag1_f_03,1087.9542,"I watch Power,",1089.1563
4010,808,ATL_se0_ag1_f_03,1089.3326,Insecure.,1090.4866
4011,809,ATL_int_01,1091.6777,Those are good [shows.],1092.4531
4012,810,ATL_se0_ag1_f_03,1092.1367,"[Um], I like musicals. So if there's a musical movie on, I'm watching that.",1096.2058
4013,811,ATL_se0_ag1_f_03,1098.9493,Riverdale.,1100.1155
4014,812,Misc,1100.9349,And anything [scary.],1102.1313
4015,813,ATL_se0_ag1_f_03,1101.9352,"[I don't] even like Love And Hip Hop like that no more, that's crazy.",1104.7327
4016,814,ATL_int_01,1104.7389,What?,1105.2723
4017,815,ATL_se0_ag1_f_03,1105.6631,"Um, I like scary movies. So if there's a scary movie on, or a scary show, I'm watching it. Like True Blood, that used to be my show. But it doesn't come on anymore.",1112.9533
4018,816,ATL_int_01,1113.1908,Okay.,1113.7553
4019,817,ATL_se0_ag1_f_03,1114.0902,"Um,",1114.7702
4020,818,Misc,1115.0113,/Scream/.,1115.6844
4021,819,Misc,1115.6844,(pause 1.32),1117.0002
4022,820,Misc,1117.0002,[Scream /?/.],1117.7809
4023,821,ATL_se0_ag1_f_03,1117.0242,"[Yeah, Scream is] good. It was cheesy at first, but",1119.5878
4024,822,ATL_se0_ag1_f_03,1119.8111,I [like it.],1120.2511
4025,823,ATL_int_01,1119.8762,[Mm-hm.],1120.2701
4026,824,ATL_se0_ag1_f_03,1121.1881,"Um, what else.",1122.621
4027,825,ATL_se0_ag1_f_03,1122.621,(pause 0.09),1122.714
4028,826,ATL_se0_ag1_f_03,1122.714,"I like some shows on [Netflix, like Dear Black] [People-] I mean, Dear White People.",1126.7415
4029,827,Misc,1123.6989,"[Mm-hm, Pretty Little L-",1124.8025
4030,828,Misc,1124.8025,(pause 0.13),1124.9285
4031,829,Misc,1124.9285,[Pretty-],1125.1964
4032,830,ATL_int_01,1126.7912,Mm-hm.,1127.2254
4033,831,ATL_se0_ag1_f_03,1127.4363,Pretty Little Liars.,1129.1979
4034,832,ATL_int_01,1129.2289,Okay.,1129.7127
4035,833,ATL_int_01,1129.7127,(pause 0.66),1130.3735
4036,834,ATL_int_01,1130.3735,It sound familiar. I feel [like I should] know what movie that is.,1133.6662
4037,835,ATL_se0_ag1_f_03,1131.8407,[Mm-hm.],1132.2467
4038,836,ATL_int_01,1133.7487,But I don't really know.,1134.7684
4039,837,ATL_se0_ag1_f_03,1134.8925,"It's a show,",1135.4765
4040,838,ATL_se0_ag1_f_03,1135.4765,(pause 0.07),1135.5452
4041,839,ATL_se0_ag1_f_03,1135.5452,[it's a series.],1136.1951
4042,840,ATL_int_01,1135.5686,"[Oh, okay.] It's a [series.]",1136.9519
4043,841,ATL_se0_ag1_f_03,1136.7534,[Mm-hm.],1137.2434
4044,842,ATL_int_01,1139.0378,"Let's see, um,",1140.297
4045,843,ATL_int_01,1140.297,(pause 2.13),1142.4246
4046,844,ATL_int_01,1142.4246,"as far as Power, what",1144.1184
4047,845,ATL_int_01,1144.1184,(pause 0.81),1144.9324
4048,846,ATL_int_01,1144.9324,episode have you gotten up to as far as this season?,1147.9346
4049,847,ATL_se0_ag1_f_03,1148.6293,I'm ready for the one tomorrow. [I'm ready for the season finale.] And these- [<laugh>],1152.2474
4050,848,ATL_int_01,1150.2191,[Psh.],1151.119
4051,849,ATL_int_01,1151.119,(pause 0.93),1152.0489
4052,850,ATL_int_01,1152.0489,[Tomorrow] is the season [finale?],1154.0462
4053,851,ATL_se0_ag1_f_03,1153.4996,[Yes.],1154.404
4054,852,ATL_int_01,1154.1331,[Well.],1154.468
4055,853,ATL_int_01,1154.7223,I know what I'm doing after this interview.,1156.8704
4056,854,ATL_se0_ag1_f_03,1156.8642,[<laugh>],1157.7078
4057,855,ATL_int_01,1157.4783,[I getting] all the way caught up in this Power.,1159.7812
4058,856,ATL_int_01,1159.9048,Just for that,1160.5735
4059,857,ATL_int_01,1160.5735,(pause 0.18),1160.7534
4060,858,ATL_int_01,1160.7534,episode tomorrow.,1162.1928
4061,859,ATL_int_01,1162.1928,(pause 2.15),1164.3467
4062,860,ATL_int_01,1164.3467,"I really wanna speak on Power some more, but I haven't watched it enough [lately.]",1168.8145
4063,861,ATL_se0_ag1_f_03,1168.2439,[/unintelligible/.],1168.8083
4064,862,ATL_int_01,1169.1309,[Bless you. /?/],1169.8354
4065,863,ATL_se0_ag1_f_03,1169.6395,[You] gonna spoil it for yourself.,1170.9297
4066,864,ATL_int_01,1171.2666,"I don't care,",1172.0291
4067,865,ATL_int_01,1172.0291,(pause 0.08),1172.1069
4068,866,ATL_int_01,1172.1069,I'm gonna watch it.,1173.0821
4069,867,ATL_int_01,1173.0821,(pause 0.19),1173.2744
4070,868,ATL_int_01,1173.2744,"Um,",1173.9629
4071,869,ATL_int_01,1173.9629,(pause 2.05),1176.0117
4072,870,ATL_int_01,1176.0117,"let's see,",1176.7712
4073,871,ATL_int_01,1176.7712,(pause 0.17),1176.9383
4074,872,ATL_int_01,1176.9383,what about,1177.7361
4075,873,ATL_int_01,1177.7361,(pause 1.43),1179.169
4076,874,ATL_int_01,1179.169,fashion?,1179.7892
4077,875,ATL_int_01,1179.7892,(pause 0.41),1180.2005
4078,876,ATL_int_01,1180.2005,Are you into fashion? Is that a big deal to you?,1182.9855
4079,877,ATL_int_01,1182.9855,(pause 0.16),1183.1406
4080,878,ATL_int_01,1183.1406,"Or not,",1183.7327
4081,879,ATL_int_01,1183.7327,(pause 0.06),1183.7922
4082,880,ATL_int_01,1183.7922,not really?,1184.5115
4083,881,ATL_se0_ag1_f_03,1185.4251,"I like anything that looks nice. I mean, I'm not",1187.6734
4084,882,ATL_se0_ag1_f_03,1187.6734,(pause 0.18),1187.852
4085,883,ATL_se0_ag1_f_03,1187.852,a label.,1188.5389
4086,884,ATL_int_01,1190.2139,"Junkie, [label whore.]",1191.9073
4087,885,ATL_se0_ag1_f_03,1190.8404,[Junkie- yeah.],1191.8763
4088,886,ATL_se0_ag1_f_03,1192.205,"Like,",1192.6516
4089,887,ATL_se0_ag1_f_03,1192.6516,(pause 0.25),1192.9059
4090,888,ATL_se0_ag1_f_03,1192.9059,"if I can afford it and it looks nice,",1195.0287
4091,889,ATL_se0_ag1_f_03,1195.0287,(pause 0.11),1195.1386
4092,890,ATL_se0_ag1_f_03,1195.1386,I'm getting it.,1195.8213
4093,891,ATL_int_01,1196.3442,Okay.,1196.8094
4094,892,ATL_se0_ag1_f_03,1196.8776,Mm-hm.,1197.1939
4095,893,ATL_int_01,1197.6281,And what's-,1198.4159
4096,894,ATL_int_01,1198.4159,(pause 0.88),1199.2967
4097,895,ATL_int_01,1199.2967,what's affording something in your tax bracket at the moment?,1203.0513
4098,896,ATL_int_01,1203.0513,(pause 0.37),1203.4235
4099,897,ATL_int_01,1203.4235,Like how- how much would you pay for,1205.7123
4100,898,ATL_int_01,1205.7123,(pause 0.88),1206.5931
4101,899,ATL_int_01,1206.5931,<ts> a fly shirt that you like?,1208.338
4102,900,ATL_se0_ag1_f_03,1209.7274,"Um, the most I pay is probably like",1211.5758
4103,901,ATL_se0_ag1_f_03,1211.5758,(pause 3.27),1214.8445
4104,902,ATL_se0_ag1_f_03,1214.8445,"thirty, forty dollars. [<laugh>]",1217.365
4105,903,ATL_int_01,1216.6392,"[Oh], man that's expensive. [I thought you] was gonna say more",1220.3876
4106,904,ATL_se0_ag1_f_03,1218.9033,[<laugh>],1219.4305
4107,905,ATL_int_01,1220.7473,for sure. Oh ooh [my gosh] thought she was gonna say more than that.,1223.5883
4108,906,ATL_se0_ag1_f_03,1222.1926,[<laugh>],1222.6826
4109,907,ATL_int_01,1223.9604,What about shoes?,1224.9529
4110,908,ATL_se0_ag1_f_03,1225.6804,"Shoes,",1226.67
4111,909,ATL_se0_ag1_f_03,1226.67,(pause 1.35),1228.0189
4112,910,ATL_se0_ag1_f_03,1228.0189,"if it's a really good pair of shoes,",1230.1093
4113,911,ATL_se0_ag1_f_03,1230.1093,(pause 0.37),1230.4815
4114,912,ATL_se0_ag1_f_03,1230.4815,you probably spending like a hundred and some change.,1233.0252
4115,913,ATL_int_01,1233.4793,That's it?,1234.205
4116,914,ATL_se0_ag1_f_03,1234.7447,[But] like,1235.2657
4117,915,ATL_int_01,1234.7447,[M-],1234.9183
4118,916,ATL_se0_ag1_f_03,1236.1217,"if it's like- I'm not gonna go extravagant, like get red bottoms, or something. If it's just",1239.9507
4119,917,ATL_se0_ag1_f_03,1239.9507,(pause 0.32),1240.267
4120,918,ATL_se0_ag1_f_03,1240.267,not my birthday or something. [Like],1241.8798
4121,919,ATL_int_01,1241.6937,"[Okay], okay.",1242.4699
4122,920,ATL_se0_ag1_f_03,1242.8722,If it's my birthday then okay honestly I could spend like that eight-hundred or that nine-hundred for some red bottoms or [something.],1247.9976
4123,921,ATL_int_01,1247.7371,[Mm-hm.],1248.2334
4124,922,ATL_se0_ag1_f_03,1248.7358,"But I mean like I said, if it's cute, and it's twenty dollars,",1252.1988
4125,923,ATL_se0_ag1_f_03,1252.1988,(pause 0.20),1252.3973
4126,924,ATL_se0_ag1_f_03,1252.3973,I'm'a get it.,1252.968
4127,925,ATL_int_01,1253.7433,I [dig that.],1254.5249
4128,926,ATL_se0_ag1_f_03,1253.9728,[<laugh>],1254.5063
4129,927,ATL_int_01,1256.6047,So where do you see yourself for the next,1259.2161
4130,928,ATL_int_01,1259.2161,(pause 0.81),1260.0287
4131,929,ATL_int_01,1260.0287,five years?,1260.9766
4132,930,ATL_se0_ag1_f_03,1261.9291,<ts>,1262.0069
4133,931,ATL_se0_ag1_f_03,1262.0069,(pause 0.38),1262.3876
4134,932,ATL_se0_ag1_f_03,1262.3876,"Um,",1263.2622
4135,933,ATL_se0_ag1_f_03,1263.2622,(pause 0.91),1264.174
4136,934,ATL_se0_ag1_f_03,1264.174,"hopefully I have my RN, or my CNA by then.",1267.7523
4137,935,ATL_se0_ag1_f_03,1267.7523,(pause 0.12),1267.8691
4138,936,ATL_se0_ag1_f_03,1267.8691,"And, um,",1269.1443
4139,937,ATL_se0_ag1_f_03,1269.1443,(pause 1.74),1270.8811
4140,938,ATL_se0_ag1_f_03,1270.8811,working probably,1271.917
4141,939,ATL_se0_ag1_f_03,1271.917,(pause 0.48),1272.4008
4142,940,ATL_se0_ag1_f_03,1272.4008,as a traveling nurse.,1273.8178
4143,941,ATL_se0_ag1_f_03,1273.8178,(pause 1.23),1275.0451
4144,942,ATL_se0_ag1_f_03,1275.0451,"And, um,",1276.0313
4145,943,ATL_se0_ag1_f_03,1276.0313,(pause 1.87),1277.9046
4146,944,ATL_se0_ag1_f_03,1277.9046,"probably started my career in,",1279.3747
4147,945,ATL_se0_ag1_f_03,1279.3747,(pause 0.49),1279.8603
4148,946,ATL_se0_ag1_f_03,1279.8603,opening a senior living home. I wanna open a senior living home.,1282.9618
4149,947,ATL_int_01,1283.7185,"Wow, [okay.]",1284.6986
4150,948,ATL_se0_ag1_f_03,1284.1341,[Mm.],1284.345
4151,949,ATL_int_01,1285.3685,That's pretty commendable. Lot of people forget about old people.,1288.4221
4152,950,ATL_se0_ag1_f_03,1288.7509,Mm-hm.,1289.1416
4153,951,ATL_int_01,1289.1292,Especially,1289.9046
4154,952,ATL_int_01,1290.5807,"right now at their,",1292.138
4155,953,ATL_int_01,1292.138,(pause 0.40),1292.5364
4156,954,ATL_int_01,1292.5364,you know? Peak,1293.2808
4157,955,ATL_int_01,1293.2808,(pause 0.71),1293.9941
4158,956,ATL_int_01,1293.9941,of adulthood,1295.0672
4159,957,ATL_int_01,1295.0672,(pause 0.33),1295.4022
4160,958,ATL_int_01,1295.4022,coming into it.,1296.283
4161,959,ATL_int_01,1296.283,(pause 0.96),1297.2462
4162,960,ATL_int_01,1297.2462,<ts>,1297.3455
4163,961,ATL_int_01,1297.3455,(pause 0.09),1297.4323
4164,962,ATL_int_01,1297.4323,why you gotta passion of wanting to help,1299.411
4165,963,ATL_int_01,1299.411,(pause 0.67),1300.081
4166,964,ATL_int_01,1300.081,older people like that?,1301.3153
4167,965,ATL_se0_ag1_f_03,1301.9632,<ts>,1302.0251
4168,966,ATL_se0_ag1_f_03,1302.0251,(pause 0.18),1302.2023
4169,967,ATL_se0_ag1_f_03,1302.2023,I don't know.,1302.9591
4170,968,ATL_int_01,1303.1204,Or is it a money thing?,1304.088
4171,969,ATL_se0_ag1_f_03,1305.3118,"I mean the money's gonna be good too, but, um,",1308.1618
4172,970,ATL_se0_ag1_f_03,1308.1618,(pause 0.44),1308.6055
4173,971,ATL_se0_ag1_f_03,1308.6055,I've been working where old-,1309.5422
4174,972,ATL_se0_ag1_f_03,1309.5422,(pause 0.31),1309.8479
4175,973,ATL_se0_ag1_f_03,1309.8479,with older people,1310.9706
4176,974,ATL_int_01,1311.1699,[Mm-hm.],1311.4568
4177,975,ATL_se0_ag1_f_03,1311.3766,[for] a while.,1312.2192
4178,976,ATL_se0_ag1_f_03,1312.3154,"And, um,",1313.1851
4179,977,ATL_se0_ag1_f_03,1313.1851,(pause 1.59),1314.7791
4180,978,ATL_se0_ag1_f_03,1314.7791,"it's crazy because like, family members,",1317.1548
4181,979,ATL_se0_ag1_f_03,1317.1548,(pause 0.42),1317.5722
4182,980,ATL_se0_ag1_f_03,1317.5722,they tend to forget about their-,1319.278
4183,981,ATL_se0_ag1_f_03,1319.278,(pause 0.35),1319.6254
4184,982,ATL_se0_ag1_f_03,1319.6254,"Your mom, or dad, or aunts, uncles.",1321.9668
4185,983,ATL_se0_ag1_f_03,1321.9668,(pause 0.60),1322.5656
4186,984,ATL_se0_ag1_f_03,1322.5656,"And at the end of the day,",1324.3848
4187,985,ATL_se0_ag1_f_03,1324.3848,(pause 0.49),1324.8749
4188,986,ATL_se0_ag1_f_03,1324.8749,"their family becomes us, the workers. So",1328.1686
4189,987,ATL_se0_ag1_f_03,1328.1686,(pause 0.45),1328.6152
4190,988,ATL_se0_ag1_f_03,1328.6152,I just,1329.3651
4191,989,ATL_se0_ag1_f_03,1329.3651,(pause 0.34),1329.7025
4192,990,ATL_se0_ag1_f_03,1329.7025,always have like a soft spot,1331.1416
4193,991,ATL_se0_ag1_f_03,1331.1416,(pause 0.40),1331.5427
4194,992,ATL_se0_ag1_f_03,1331.5427,for them.,1332.0534
4195,993,ATL_se0_ag1_f_03,1332.0534,(pause 1.05),1333.1017
4196,994,ATL_se0_ag1_f_03,1333.1017,And they're sweet. Like- I mean they,1334.5966
4197,995,ATL_se0_ag1_f_03,1334.5966,(pause 0.56),1335.161
4198,996,ATL_se0_ag1_f_03,1335.161,"at- at some point in life, that's gonna be me,",1337.6502
4199,997,ATL_se0_ag1_f_03,1337.6502,(pause 0.40),1338.0534
4200,998,ATL_se0_ag1_f_03,1338.0534,you [know. So] I would want somebody to care about me.,1340.3361
4201,999,ATL_int_01,1338.2705,[Mm-hm.],1338.5839
4202,1000,ATL_se0_ag1_f_03,1340.7392,"And remember me and take care of me. If I need it, you know?",1343.5137
4203,1001,ATL_int_01,1343.9417,Hm.,1344.2085
4204,1002,ATL_int_01,1344.2085,(pause 1.71),1345.9232
4205,1003,ATL_int_01,1345.9232,Okay.,1346.4663
4206,1004,ATL_int_01,1346.4663,(pause 1.11),1347.5785
4207,1005,ATL_int_01,1347.5785,"See I'm'a throw another random [one out there,]",1350.0038
4208,1006,Misc,1349.0486,[/??/ care for you.],1350.6489
4209,1007,ATL_se0_ag1_f_03,1350.9653,[<laugh>],1352.1004
4210,1008,ATL_int_01,1351.575,"[Have, um],",1352.7039
4211,1009,ATL_int_01,1353.8328,you ever broken any bones,1355.6317
4212,1010,ATL_int_01,1355.6317,(pause 0.31),1355.9418
4213,1011,ATL_int_01,1355.9418,[/any other time/?],1356.9524
4214,1012,ATL_se0_ag1_f_03,1356.0783,[No.],1356.6738
4215,1013,ATL_int_01,1357.1638,Ooh.,1357.6166
4216,1014,ATL_se0_ag1_f_03,1358.1891,[Have I?],1358.6357
4217,1015,ATL_int_01,1358.4186,[Thank goodness.],1359.2622
4218,1016,Misc,1359.3924,Mm-mm.,1359.7392
4219,1017,ATL_int_01,1360.9308,"What about, um,",1362.2853
4220,1018,ATL_int_01,1362.2853,(pause 4.25),1366.5338
4221,1019,ATL_int_01,1366.5338,"let's see,",1367.4022
4222,1020,Misc,1368.5311,/Wait are you crying?/,1369.8833
4223,1021,ATL_se0_ag1_f_03,1370.2573,<laugh>,1371.1009
4224,1022,ATL_int_01,1371.2126,Are you crying?,1371.9755
4225,1023,Misc,1372.4337,/unintelligible/,1373.6838
4226,1024,ATL_se0_ag1_f_03,1374.7854,<laugh>,1375.3623
4227,1025,Misc,1375.668,[<laugh>],1377.5227
4228,1026,ATL_int_01,1376.7473,"[Let's see],",1377.4688
4229,1027,ATL_int_01,1378.5028,"do you, [um],",1379.6565
4230,1028,Misc,1379.3054,[/Don't be/] stupid.,1380.2556
4231,1029,ATL_int_01,1380.3512,do you use lotion?,1381.4367
4232,1030,ATL_se0_ag1_f_03,1382.338,[Of course I use lotion. <laugh>],1385.2107
4233,1031,Misc,1382.3442,[Of course.],1383.1752
4234,1032,Misc,1383.1752,(pause 0.29),1383.4659
4235,1033,Misc,1383.4659,[<laugh>],1385.855
4236,1034,ATL_int_01,1383.8887,[<laugh>],1385.8678
4237,1035,ATL_int_01,1386.2593,"I tell ya, it's- it's about to get extra random cause,",1389.0827
4238,1036,ATL_int_01,1389.0827,(pause 0.08),1389.1605
4239,1037,ATL_int_01,1389.1605,"you know. It don't really matter, but",1390.9059
4240,1038,ATL_int_01,1390.9059,(pause 0.58),1391.489
4241,1039,ATL_int_01,1391.489,what kind of lotion,1392.4815
4242,1040,ATL_int_01,1392.4815,(pause 0.25),1392.7358
4243,1041,ATL_int_01,1392.7358,if it,1393.1948
4244,1042,ATL_int_01,1393.1948,(pause 0.33),1393.5235
4245,1043,ATL_int_01,1393.5235,[matters?],1394.138
4246,1044,ATL_se0_ag1_f_03,1393.8169,"[Um],",1394.7722
4247,1045,ATL_int_01,1394.6671,[Be] a plug.,1395.2373
4248,1046,ATL_se0_ag1_f_03,1395.2188,It's a big t-,1396.2484
4249,1047,ATL_se0_ag1_f_03,1396.5214,"tub of, um,",1397.6813
4250,1048,ATL_se0_ag1_f_03,1397.6813,(pause 0.19),1397.8674
4251,1049,ATL_se0_ag1_f_03,1397.8674,coconu- I mean co-,1399.0025
4252,1050,ATL_se0_ag1_f_03,1399.0025,(pause 0.39),1399.3933
4253,1051,ATL_se0_ag1_f_03,1399.3933,What?,1399.5145
4254,1052,ATL_se0_ag1_f_03,1399.5145,(pause 0.13),1399.6473
4255,1053,ATL_se0_ag1_f_03,1399.6473,Cocoa butter.,1400.4868
4256,1054,ATL_int_01,1400.6357,Mm-hm.,1401.0327
4257,1055,ATL_se0_ag1_f_03,1401.225,"And you can get it from Sally's, or the dollar store, or Walmart.",1403.7929
4258,1056,ATL_int_01,1404.0597,Okay. So [you prefer-],1405.4601
4259,1057,ATL_se0_ag1_f_03,1404.8288,[Mm-hm.],1405.1863
4260,1058,ATL_se0_ag1_f_03,1405.6476,"And sometimes I mix like, oil with it.",1407.3552
4261,1059,ATL_se0_ag1_f_03,1407.3552,(pause 0.35),1407.7026
4262,1060,ATL_se0_ag1_f_03,1407.7026,"Like if I have tea tree oil or something,",1409.1913
4263,1061,ATL_se0_ag1_f_03,1409.1913,(pause 0.41),1409.6007
4264,1062,ATL_se0_ag1_f_03,1409.6007,I'll,1409.9294
4265,1063,ATL_se0_ag1_f_03,1409.9294,(pause 0.24),1410.1651
4266,1064,ATL_se0_ag1_f_03,1410.1651,"put the lotion in my hand, and then I'll put the oil and rub it together cause I'm dark skinned. So I [gotta keep smooth.]",1414.7323
4267,1065,Misc,1413.7142,[Sometimes /shea butter/.],1414.7137
4268,1066,ATL_se0_ag1_f_03,1415.2099,Or sometimes raw coconut oil.,1416.8288
4269,1067,ATL_int_01,1417.2072,Oh shi- Okay. [that's a] big tub right there. That's [smooth],1420.2236
4270,1068,ATL_se0_ag1_f_03,1418.2387,[Mm-hm.],1418.5923
4271,1069,Misc,1420.0484,[Gonna] feel nice /??/ thinking [my skin /???/.],1423.1824
4272,1070,ATL_se0_ag1_f_03,1421.4518,[<laugh>],1424.057
4273,1071,ATL_int_01,1422.283,[<laugh>],1424.0694
4274,1072,ATL_int_01,1424.8652,"What about, um,",1426.3973
4275,1073,ATL_int_01,1426.3973,(pause 1.36),1427.7557
4276,1074,ATL_int_01,1427.7557,as far as-,1428.773
4277,1075,ATL_int_01,1428.773,(pause 1.82),1430.5948
4278,1076,ATL_int_01,1430.5948,When's the last time,1432.0831
4279,1077,ATL_int_01,1432.0831,(pause 0.56),1432.6454
4280,1078,ATL_int_01,1432.6454,you've been back to,1434.0783
4281,1079,ATL_int_01,1434.0783,(pause 0.48),1434.5559
4282,1080,ATL_int_01,1434.5559,New York?,1435.1514
4283,1081,ATL_se0_ag1_f_03,1437.2002,I think-,1437.5785
4284,1082,ATL_se0_ag1_f_03,1437.5785,(pause 0.60),1438.174
4285,1083,ATL_se0_ag1_f_03,1438.174,"Ah wow. Maybe like, two, three years now.",1440.1465
4286,1084,ATL_se0_ag1_f_03,1440.1465,(pause 0.27),1440.4132
4287,1085,ATL_se0_ag1_f_03,1440.4132,Yeah.,1440.804
4288,1086,Misc,1441.108,/unintelligible/.,1441.8771
4289,1087,ATL_se0_ag1_f_03,1442.2139,No?,1442.462
4290,1088,ATL_se0_ag1_f_03,1442.462,(pause 0.76),1443.2188
4291,1089,ATL_se0_ag1_f_03,1443.2188,"Oh, only one? It seems like forever.",1445.1851
4292,1090,ATL_int_01,1445.3774,Okay.,1445.948
4293,1091,ATL_se0_ag1_f_03,1446.01,So.,1446.7482
4294,1092,ATL_int_01,1446.804,So what,1447.7655
4295,1093,ATL_int_01,1447.7655,(pause 0.50),1448.2635
4296,1094,ATL_int_01,1448.2635,"had- What have you noticed change when you went back to your old neighborhood, or",1453.2013
4297,1095,ATL_int_01,1453.2013,(pause 0.17),1453.3731
4298,1096,ATL_int_01,1453.3731,just wherever in New York?,1454.7039
4299,1097,ATL_se0_ag1_f_03,1455.808,"Um,",1456.2981
4300,1098,ATL_int_01,1456.5896,"Like buildings, or people, [or-]",1459.106
4301,1099,ATL_se0_ag1_f_03,1458.711,[I notice] like,1459.6228
4302,1100,ATL_se0_ag1_f_03,1460.3318,they're building a lot of-,1461.8639
4303,1101,ATL_se0_ag1_f_03,1461.8639,(pause 1.04),1462.8997
4304,1102,ATL_se0_ag1_f_03,1462.8997,"they're building a lot of, um,",1464.3078
4305,1103,ATL_se0_ag1_f_03,1464.3078,(pause 1.37),1465.6742
4306,1104,ATL_se0_ag1_f_03,1465.6742,"apartments. Like they're building a lot of places up. Like, I know downtown Brooklyn they're building a lot of lofts and",1470.8565
4307,1105,ATL_se0_ag1_f_03,1470.8565,(pause 0.49),1471.3465
