Word,File,WordStart,WordEnd,WordDur,CitePron,ActPron,S1,S1End,S1Dur,S2,S2End,S2Dur
test,s1001b.words,500.103,500.529,0.426,tehst,tehs,t,500.239875,0.136561,eh+1,500.38876500000003,0.14889000000000002
tell,s1001b.words,500.88,501.148,0.268,tehl,tehl,t,500.989875,0.10956199999999999,eh+1,501.06580499999995,0.07593
call,s1001b.words,551.174,551.415,0.24100000000000002,kaal,kaol,k,551.274937,0.100928,ao,551.374937,0.1
tell,s1001b.words,552.025,552.2080000000001,0.183,tehl,tehl,t,552.112797,0.08786000000000001,eh+1,552.144743,0.0319459999999
turn,s1001b.words,552.748,552.933,0.185,tern,tern,t,552.838375,0.0907900000001,er,552.898375,0.0599999999999
ten,s1001b.words,560.906636,561.15,0.243364,tehn,tehn,t,561.07325,0.166614,eh+1,561.122482,0.049232
tell,s1001b.words,563.751,563.9159999999999,0.165,tehl,tehl,t,563.8048809999999,0.053586,eh+1,563.848162,0.043281
talk,s1001b.words,564.069,564.243,0.174,taak,tah,t,564.18325,0.114559,ah,564.24325,0.0599999999999
two,s1001b.words,564.424,564.626,0.20199999999999999,tuw,tuw,t,564.56325,0.13903800000000002,uw+1,564.6261910000001,0.06294099999990001
call,s1002a.words,7.336,7.547999999999999,0.212,kaal,kaol,k,7.437625,0.101212,ao+1,7.517625,0.08
calm,s1002a.words,14.994000000000002,15.379000000000001,0.385,kaalm,kaolm,k,15.104344000000001,0.11028199999999999,ao,15.231097,0.126753
come,s1002a.words,20.642,20.855,0.213,kahm,kahm,k,20.729857,0.087588,ah+1,20.7945,0.06464299999999999
tell,s1002a.words,37.563,37.763000000000005,0.2,tehl,tehl,t,37.670297999999995,0.107173,eh+1,37.733159,0.062861
turn,s1002a.words,37.999,38.273,0.27399999999999997,tern,tern,t,38.115473,0.116448,er,38.227798,0.112325
tell,s1002a.words,40.384,40.521,0.13699999999999998,tehl,tah,t,40.457875,0.074265,ah,40.520668,0.062793
turn,s1002a.words,40.669000000000004,40.937,0.268,tern,tern,t,40.787875,0.11881400000000002,er,40.893712,0.10583699999999999
turn,s1002a.words,42.592,42.891999999999996,0.3,tern,tern,t,42.718728000000006,0.126748,er,42.838188,0.11946
come,s1002a.words,44.478,44.608999999999995,0.131,kahm,kahm,k,44.533444,0.05525599999999999,ah,44.574664,0.04122
come,s1002a.words,84.626,84.809,0.183,kahm,kahm,k,84.71996700000001,0.093776,ah+1,84.759438,0.039471
two,s1002a.words,87.92,88.12899999999999,0.209,tuw,tuw,t,88.043375,0.123695,uw+1,88.12886800000001,0.085493
come,s1002a.words,88.26899999999999,88.57799999999999,0.309,kahm,kahm,k,88.332909,0.06389199999999999,ah+1,88.43699000000001,0.10408099999999999
call,s1002a.words,99.838,100.12799999999999,0.29,kaal,kaol,k,99.95904300000001,0.12057000000000001,ao,100.069307,0.11026400000000001
time,s1002a.words,102.564,102.929,0.365,taym,taym,t,102.655868,0.09171499999999999,ay,102.82074899999999,0.164881
call,s1002a.words,104.584,104.906,0.322,kaal,kaol,k,104.7055,0.12156099999999999,ao+1,104.85599300000001,0.15049300000000002
take,s1002a.words,110.85600000000001,111.008,0.152,teyk,teyk,t,110.90775,0.05216900000000001,ey,110.970997,0.063247
port,s1002a.words,112.126,112.24799999999999,0.122,powrt,paor,p,112.174626,0.048434,ao,112.198328,0.023702
past,s1002a.words,128.762,129.075,0.313,paest,paes,p,128.87186100000002,0.11026400000000001,ae+1,128.992431,0.12057000000000001
time,s1002a.words,144.411,144.717,0.306,taym,taym,t,144.499437,0.088123,ay,144.65943700000003,0.16
ten,s1002a.words,147.987,148.296,0.309,tehn,tehn,t,148.13606299999998,0.14890599999999998,eh,148.19606299999998,0.06
time,s1002a.words,158.893,159.07299999999998,0.18,taym,taa,t,158.994875,0.10190199999999999,aa,159.073306,0.078431
come,s1002a.words,176.368,176.54,0.172,kahm,kahm,k,176.435875,0.067635,ah+1,176.485875,0.05
two,s1002a.words,215.231,215.44299999999998,0.212,tuw,tuw,t,215.36865,0.13808800000000002,uw+1,215.442846,0.074196
two,s1002a.words,233.21900000000002,233.399,0.18,tuw,tuw,t,233.33918799999998,0.12016800000000001,uw+1,233.39918799999998,0.06
ten,s1002a.words,262.32099999999997,262.51099999999997,0.19,tehn,tehn,t,262.396436,0.075227,eh+1,262.458267,0.061831
car,s1002a.words,283.107,283.39599999999996,0.289,kaar,kaar,k,283.24526000000003,0.13808800000000002,aa+1,283.288542,0.043282
two,s1002a.words,289.115,289.315,0.2,tuw,tuw,t,289.235573,0.12057000000000001,uw+1,289.314922,0.079349
call,s1002a.words,374.066,374.319,0.253,kaal,kaol,k,374.160345,0.094807,ao,374.263187,0.102842
time,s1002a.words,390.005,390.26300000000003,0.258,taym,taym,t,390.104286,0.098925,ay,390.2325,0.12821400000000002
take,s1002a.words,393.811,394.035,0.22399999999999998,teyk,teyk,t,393.904312,0.093308,ey,393.993404,0.08909199999999999
come,s1002a.words,415.87199999999996,416.015,0.14300000000000002,kahm,kahm,k,415.938996,0.066983,ah,415.97525,0.036254
kind,s1002a.words,437.485,437.61,0.125,kaynd,kehnx,k,437.555,0.07,eh,437.59089000000006,0.03589
kind,s1002a.words,437.485,437.61,0.125,kaynd,kehnx,k,437.555,0.07,eh,437.59089000000006,0.03589
two,s1002a.words,444.216,444.407,0.191,tuw,tuw,t,444.357171,0.14118,uw,444.40663499999994,0.049464
come,s1002a.words,460.389,460.555,0.166,kahm,kahm,k,460.471117,0.08244,ah,460.510277,0.03916
take,s1002a.words,494.671,494.851,0.18,teyk,teyk,t,494.73533899999995,0.064589,ey,494.807474,0.072135
test,s1002a.words,496.471,496.764,0.293,tehst,tehst,t,496.55075,0.08,eh,496.655166,0.10441600000000001
take,s1002a.words,506.491,506.663,0.172,teyk,teyg,t,506.564063,0.072749,ey,506.60570099999995,0.041638
test,s1002a.words,507.55800000000005,508.045,0.48700000000000004,tehst,tehstah,t,507.658875,0.10099,eh+1,507.794063,0.135188
pick,s1002a.words,520.238,520.498,0.26,pihk,pihk,p,520.372191,0.134128,ih+1,520.432991,0.0608
test,s1002a.words,523.2,523.404,0.204,tehst,tehs,t,523.2885150000001,0.08862300000000001,eh,523.358063,0.0695480000001
take,s1002a.words,525.0269999999999,525.467,0.44,teyk,teyk,t,525.166812,0.14,ey+1,525.3557,0.188888
town,s1002a.words,527.469,527.7,0.231,tawn,tawn,t,527.553764,0.084502,aw+1,527.671242,0.117478
ten,s1002a.words,535.4119999999999,535.734,0.322,tehn,tehn,t,535.556688,0.144644,eh,535.6660009999999,0.10931300000000001
keep,s1002a.words,548.349,548.592,0.243,kiyp,kiyp,k,548.47798,0.128917,iy+1,548.529063,0.05108299999990001
come,s1002a.words,555.026,555.283,0.257,kahm,kahm,k,555.146312,0.11994200000000001,ah,555.196312,0.0500000000001
come,s1002a.words,556.785,557.145,0.36,kahm,kahm,k,556.894299,0.109731,ah+1,557.023292,0.128993
care,s1002a.words,558.752,559.0419999999999,0.29,kehr,kehr,k,558.852,0.1,eh,558.911325,0.0593250000001
talk,s1002a.words,571.7330000000001,571.9830000000001,0.25,taak,taak,t,571.820968,0.087952,aa,571.942426,0.121458
take,s1002a.words,579.563,579.813,0.25,teyk,teyk,t,579.6662650000001,0.10303,ey,579.759243,0.09297799999999999
test,s1002a.words,582.05,582.4159999999999,0.366,tehst,tehs,t,582.159908,0.109731,eh+1,582.290579,0.130671
kid,s1002a.words,591.193,591.428,0.235,kihd,kihdx,k,591.290975,0.09800400000010001,ih+1,591.397563,0.10658800000000002
test,s1002a.words,597.193,597.445,0.252,tehst,tehs,t,597.242378,0.050259,eh,597.343732,0.101354
card,s1002b.words,1.492,1.675,0.183,kaard,kaardx,k,1.5630000000000002,0.071354,aa+1,1.606032,0.043032
point,s1002b.words,2.405,2.693,0.28800000000000003,poynt,poynt,p,2.510814,0.10614200000000001,oy+1,2.623,0.112186
two,s1002b.words,2.693,2.846,0.153,tuw,tuw,t,2.76638,0.073166,uw+1,2.845729,0.079349
take,s1002b.words,4.2989999999999995,4.649,0.35,teyk,teyk,t,4.41225,0.11351300000000002,ey,4.55739,0.14514000000000002
kid,s1002b.words,8.935,9.149,0.214,kihd,kihd,k,9.060687,0.125717,ih+1,9.127811999999999,0.067125
tell,s1002b.words,41.188,41.455,0.267,tehl,tehl,t,41.292687,0.10504100000000001,eh+1,41.35768,0.064993
poor,s1002b.words,41.659,41.833,0.174,powr,powr,p,41.752687,0.094099,ow,41.78328,0.030593000000000002
two,s1002b.words,43.755,43.918,0.163,tuw,tuw,t,43.8725,0.117868,uw+1,43.918482,0.045982
come,s1002b.words,44.59,44.768,0.17800000000000002,kahm,kahm,k,44.6725,0.082131,ah+1,44.71403,0.041530000000000004
take,s1002b.words,68.256,68.546,0.29,teyk,teyk,t,68.38678900000001,0.130874,ey,68.50575,0.11896099999999998
test,s1002b.words,71.501,71.792,0.29100000000000004,tehst,tehs,t,71.60625,0.105281,eh+1,71.700887,0.094637
put,s1002b.words,108.007,108.265,0.258,puht,puht,p,108.166316,0.159729,uh+1,108.23123799999999,0.06492200000000001
kind,s1002b.words,110.15,110.272,0.122,kaynd,kaa,k,110.20980300000001,0.059769,aa,110.27163,0.061827
kind,s1002b.words,110.15,110.272,0.122,kaynd,kaa,k,110.20980300000001,0.059769,aa,110.27163,0.061827
test,s1002b.words,119.149,119.36399999999999,0.215,tehst,tehs,t,119.222581,0.073166,eh+1,119.304125,0.081544
time,s1002b.words,194.859,195.082,0.223,taym,tahm,t,194.945125,0.08569600000000001,ah,195.02946200000002,0.084337
two,s1002b.words,225.372,225.623,0.251,tuw,tuw,t,225.512375,0.140783,uw+1,225.623032,0.11065699999999999
two,s1002b.words,225.892,226.05599999999998,0.16399999999999998,tuw,tuw,t,225.997106,0.10511199999999998,uw+1,226.055845,0.058739
paid,s1002b.words,256.131,256.388,0.257,peyd,peyd,p,256.256795,0.125722,ey+1,256.346438,0.089643
keep,s1002b.words,275.07599999999996,275.33,0.254,kiyp,kiyp,k,275.18307999999996,0.107173,iy+1,275.239758,0.056678
key,s1002b.words,297.976,298.191,0.215,kiy,kiy,k,298.098373,0.12263099999999999,iy+1,298.191118,0.09274500000000001
put,s1002b.words,309.635,309.86400000000003,0.22899999999999998,puht,puhdx,p,309.761605,0.126752,uh+1,309.829619,0.068014
team,s1002b.words,373.004,373.309,0.305,tiym,tiym,t,373.117875,0.11431,iy+1,373.251918,0.134043
come,s1002b.words,381.319,381.465,0.146,kahm,kahm,k,381.395983,0.077288,ah,381.435375,0.039392
talk,s1002b.words,425.759,426.07199999999995,0.313,taak,taak,t,425.866304,0.107173,aa,425.999625,0.133321
put,s1002b.words,435.921,436.11699999999996,0.196,puht,puht,p,436.02125,0.09994199999999999,uh+1,436.07897599999995,0.057726
pet,s1002b.words,445.534,445.904,0.37,peht,peht,p,445.678107,0.144271,eh+1,445.764669,0.086562
put,s1002b.words,447.505,447.70099999999996,0.196,puht,puhdx,p,447.625762,0.12057000000000001,uh+1,447.679188,0.053426
put,s1002b.words,453.38699999999994,453.591,0.204,puht,puhdx,p,453.476955,0.089655,uh,453.56867,0.09171499999999999
take,s1002b.words,455.106,455.32599999999996,0.22,teyk,teyg,t,455.19599999999997,0.09,ey,455.296,0.1
pick,s1002b.words,460.088,460.30300000000005,0.215,pihk,pihk,p,460.182434,0.094801,ih,460.238082,0.055648
car,s1002b.words,480.20300000000003,480.595,0.392,kaar,kaar,k,480.337012,0.133966,aa,480.46475,0.12773800000000002
car,s1002b.words,491.717,492.108,0.391,kaar,kaar,k,491.81793799999997,0.101082,aa+1,491.98891,0.170972
told,s1002b.words,497.55,497.711,0.161,towld,towdx,t,497.62988099999995,0.08038,ow+1,497.68759000000006,0.057709
car,s1002b.words,499.16900000000004,499.421,0.252,kaar,kaar,k,499.256014,0.087389,aa+1,499.36215599999997,0.10614200000000001
car,s1002b.words,500.153,500.44199999999995,0.289,kaar,kaar,k,500.248625,0.096074,aa+1,500.360714,0.11208900000000001
time,s1002b.words,502.126,502.39099999999996,0.265,taym,taym,t,502.16718399999996,0.04122,ay,502.33515700000004,0.167973
pay,s1002b.words,503.227,503.42900000000003,0.20199999999999999,pey,pey,p,503.308625,0.082084,ey,503.428625,0.12
take,s1002b.words,515.161,515.351,0.19,teyk,teyk,t,515.221125,0.060000000000099994,ey,515.321125,0.1
come,s1002b.words,534.712,534.8580000000001,0.146,kahm,kehm,k,534.785966,0.074196,eh,534.831309,0.045343
come,s1002b.words,535.887,536.039,0.152,kahm,kahm,k,535.944125,0.05758099999999999,ah,536.004125,0.060000000000099994
talk,s1002b.words,538.927,539.195,0.268,taak,taok,t,539.018243,0.09171499999999999,ao+1,539.138812,0.12056900000000001
two,s1002b.words,540.248,540.409,0.161,tuw,tuw,t,540.362021,0.11438699999999999,uw+1,540.409,0.046979
kind,s1002b.words,542.018,542.168,0.15,kaynd,kaenx,k,542.088111,0.0696730000001,ae,542.144789,0.0566779999999
kind,s1002b.words,542.018,542.168,0.15,kaynd,kaenx,k,542.088111,0.0696730000001,ae,542.144789,0.0566779999999
two,s1003a.words,65.126,65.258,0.132,tuw,tuw,t,65.218249,0.092471,uw+1,65.258289,0.04004
tell,s1003a.words,75.217,75.452,0.235,tehl,tahl,t,75.34875,0.13206500000000002,ah,75.389236,0.040486
kind,s1003a.words,90.545,90.762,0.217,kaynd,kaanx,k,90.651923,0.106877,aa,90.733982,0.082059
kind,s1003a.words,90.545,90.762,0.217,kaynd,kaanx,k,90.651923,0.106877,aa,90.733982,0.082059
part,s1003a.words,105.31,105.65799999999999,0.348,paart,paart,p,105.416625,0.10639000000000001,aa+1,105.472302,0.055677
kid,s1003a.words,107.195,107.575,0.38,kihd,kihdeh,k,107.306625,0.111671,ih+1,107.486625,0.18
car,s1003a.words,149.055,149.284,0.22899999999999998,kaar,kaar,k,149.173503,0.118211,aa+1,149.242146,0.068643
time,s1003a.words,193.196,193.537,0.341,taym,taym,t,193.281453,0.085799,ay,193.452097,0.17064400000000002
come,s1003a.words,245.487,245.72799999999998,0.24100000000000002,kahm,kahm,k,245.63191099999997,0.145244,ah,245.675562,0.043651
cook,s1003a.words,247.995,248.35299999999998,0.358,kuhk,kuhk,k,248.13695299999998,0.142093,uh+1,248.263258,0.126305
pay,s1003a.words,249.97400000000002,250.25599999999997,0.282,pey,pey,p,250.12631299999998,0.152686,ey+1,250.25631299999998,0.13
pay,s1003a.words,250.912,251.076,0.16399999999999998,pey,pey,p,250.996313,0.083824,ey+1,251.076313,0.08
take,s1003a.words,323.247,323.475,0.228,teyk,teyk,t,323.359937,0.112946,ey,323.420654,0.06071699999999999
two,s1003a.words,337.514,337.615,0.10099999999999999,tuw,tuw,t,337.5678,0.05368,uw,337.615165,0.047365
two,s1003a.words,338.634,338.708,0.07400000000000001,tuw,tuw,t,338.669806,0.035787,uw+1,338.707562,0.037756
pour,s1003a.words,359.444,359.685,0.24100000000000002,powr,powr,p,359.564812,0.120375,ow,359.60727099999997,0.042459
two,s1003a.words,416.365,416.564,0.19899999999999998,tuw,tuw,t,416.493687,0.12838,uw+1,416.563687,0.07
two,s1003a.words,418.09,418.274,0.184,tuw,tuw,t,418.193687,0.103315,uw,418.273687,0.08
cost,s1003a.words,426.726,426.941,0.215,kaast,kaas,k,426.799149,0.073166,aa,426.88159,0.082441
cake,s1003a.words,429.749,430.064,0.315,keyk,keyk,k,429.84840599999995,0.098923,ey+1,430.006074,0.157668
car,s1003a.words,440.124,440.342,0.218,kaar,kaar,k,440.221451,0.097898,aa+1,440.288434,0.066983
take,s1003a.words,442.565,442.774,0.209,teyk,teyk,t,442.690562,0.125749,ey,442.747213,0.056651
car,s1003a.words,442.81199999999995,442.986,0.174,kaar,kaar,k,442.90056200000004,0.08842699999999999,aa+1,442.940562,0.04
time,s1003a.words,449.20099999999996,449.58099999999996,0.38,taym,tay,t,449.33109800000005,0.13053499999999998,ay,449.580563,0.24946500000000002
time,s1003a.words,451.389,451.798,0.409,taym,taym,t,451.491029,0.102016,ay,451.740412,0.249383
cab,s1003a.words,455.75199999999995,455.955,0.203,kaeb,kehb,k,455.817081,0.06492200000000001,eh,455.91497999999996,0.097899
pay,s1003a.words,460.783,461.01300000000003,0.23,pey,pey,p,460.903643,0.12057000000000001,ey+1,461.01268799999997,0.109045
pay,s1003a.words,467.061,467.36699999999996,0.306,pey,pey,p,467.25325,0.192482,ey+1,467.366825,0.113575
cake,s1003a.words,481.7,482.09,0.39,keyk,keyk,k,481.83714800000007,0.13705799999999999,ey+1,481.987602,0.150454
cake,s1003a.words,485.55800000000005,485.92900000000003,0.371,keyk,keyk,k,485.665875,0.107581,ey,485.81695099999996,0.151076
car,s1003a.words,525.3969999999999,525.669,0.272,kaar,kaar,k,525.4821870000001,0.08568299999989999,aa+1,525.572187,0.09
coke,s1003a.words,533.6990000000001,533.987,0.28800000000000003,kowk,kowk,k,533.786438,0.08778799999989999,ow+1,533.886203,0.09976499999999999
car,s1003a.words,564.332,564.534,0.20199999999999999,kaar,kaar,k,564.44375,0.111338,aa+1,564.498323,0.054573
pay,s1003a.words,570.139,570.365,0.226,pey,pey,p,570.253563,0.11426800000000001,ey+1,570.364976,0.11141300000000001
two,s1003a.words,587.5319999999999,587.752,0.22,tuw,tuw,t,587.688579,0.156637,uw,587.75247,0.063891
tape,s1003a.words,588.4019999999999,588.706,0.304,teyp,teyp,t,588.47279,0.07128999999999999,ey+1,588.6215,0.14870999999999998
time,s1003b.words,4.158,4.677,0.519,taym,taym,t,4.26925,0.111296,ay+1,4.479467,0.21021700000000001
told,s1003b.words,48.647,48.786,0.139,towld,towdx,t,48.723563,0.07656900000000001,ow,48.753563,0.03
poor,s1003b.words,50.318000000000005,50.54600000000001,0.228,powr,powr,p,50.412244,0.093776,ow,50.507051000000004,0.094807
took,s1003b.words,54.598,54.809,0.21100000000000002,tuhk,tuhk,t,54.672625,0.074477,uh+1,54.737267,0.06464199999999999
time,s1003b.words,61.732,61.967,0.235,taym,taym,t,61.820125,0.087806,ay,61.920125,0.1
time,s1003b.words,73.66199999999999,73.875,0.213,taym,taem,t,73.762413,0.099959,ae,73.823213,0.0608
come,s1003b.words,74.308,74.493,0.185,kahm,kahm,k,74.412658,0.10511199999999998,ah+1,74.444604,0.031945999999999995
pick,s1003b.words,127.852,128.02,0.168,pihk,pihk,p,127.927705,0.075227,ih,127.97231200000002,0.044607
put,s1003b.words,130.709,130.843,0.134,puht,puhdx,p,130.781165,0.072135,uh,130.818264,0.037099
keep,s1003b.words,132.02200000000002,132.259,0.237,kiyp,kiyp,k,132.11876,0.096868,iy+1,132.18059,0.061829999999999996
told,s1003b.words,133.44899999999998,133.68608500000002,0.237085,towld,towd,t,133.559404,0.11021700000000001,ow,133.66245,0.103046
toy,s1003b.words,145.317,145.485,0.168,toy,tow,t,145.423582,0.10614200000000001,ow,145.48541200000003,0.061829999999999996
call,s1003b.words,148.3,148.5,0.2,kaal,kaol,k,148.389368,0.089654,ao,148.461504,0.072136
take,s1003b.words,153.793,153.963,0.17,teyk,teyk,t,153.843188,0.05,ey,153.92318799999998,0.08
cut,s1003b.words,154.61700000000002,154.8,0.183,kaht,kaht,k,154.69501599999998,0.078319,ah,154.753188,0.058172
come,s1003b.words,160.726,160.865,0.139,kahm,kahm,k,160.801774,0.076257,ah,160.835875,0.034101
keep,s1003b.words,180.649,180.82299999999998,0.174,kiyp,kiyp,k,180.72964299999998,0.08038,iy+1,180.773949,0.044306
call,s1003b.words,182.153,182.392,0.239,kaal,kaol,k,182.26318799999999,0.11,ao,182.3465,0.083312
two,s1003b.words,192.045,192.2,0.155,tuw,tuw,t,192.14818799999998,0.103627,uw+1,192.200168,0.05198
two,s1003b.words,203.519,203.67700000000002,0.158,tuw,tuw,t,203.61918799999998,0.1,uw+1,203.676879,0.057691
told,s1003b.words,204.68900000000002,204.832,0.14300000000000002,towld,tahdx,t,204.76918799999999,0.08,ah,204.808372,0.039184
time,s1003b.words,207.377,207.792,0.415,taym,taym,t,207.483813,0.1064,ay,207.69381299999998,0.21
pay,s1003b.words,212.30200000000002,212.479,0.177,pey,pey,p,212.377,0.075071,ey,212.47917599999997,0.102176
time,s1003b.words,213.96,214.43900000000002,0.479,taym,taym,t,214.047604,0.08759299999999999,ay,214.320685,0.273081
two,s1003b.words,215.507,215.88400000000001,0.377,tuw,tuw,t,215.824191,0.317396,uw+1,215.883961,0.059770000000000004
put,s1003b.words,221.20214500000003,221.551,0.348855,puht,puht,p,221.32425,0.12210499999999999,uh+1,221.43218599999997,0.10793599999999999
ten,s1003b.words,223.59099999999998,223.83599999999998,0.245,tehn,tehn,t,223.72925,0.138159,eh+1,223.81883399999998,0.089584
keep,s1003b.words,275.616,275.789,0.17300000000000001,kiyp,kiyp,k,275.69434900000005,0.078319,iy+1,275.727325,0.032976
teeth,s1003b.words,280.603,281.095,0.49200000000000005,tiyth,tiyth,t,280.743811,0.141179,iy+1,280.938937,0.195126
comb,s1003b.words,282.566,282.774,0.20800000000000002,kowm,kowm,k,282.649562,0.083821,ow+1,282.719562,0.07
put,s1003b.words,283.138,283.324,0.18600000000000003,puht,puhdx,p,283.23956200000003,0.101893,uh+1,283.300489,0.060926999999999995
pair,s1003b.words,284.29400000000004,284.475,0.18100000000000002,pehr,pehr,p,284.385609,0.09171599999999999,eh,284.421676,0.036067
ten,s1003b.words,315.097,315.256,0.159,tehn,tehn,t,315.16982,0.073166,eh,315.211188,0.041368
talk,s1003b.words,341.19699999999995,341.44699999999995,0.25,taak,taok,t,341.287062,0.09,ao+1,341.397149,0.11008699999999999
kind,s1003b.words,362.10400000000004,362.285,0.18100000000000002,kaynd,kaenx,k,362.207124,0.10263399999999999,ae,362.25658799999997,0.049464
kind,s1003b.words,362.10400000000004,362.285,0.18100000000000002,kaynd,kaenx,k,362.207124,0.10263399999999999,ae,362.25658799999997,0.049464
past,s1003b.words,362.981,363.48,0.499,paest,paes,p,363.11256299999997,0.13153299999999998,ae+1,363.239688,0.127125
top,s1003b.words,369.841,370.251,0.41,taap,taap,t,369.91075,0.07,aa,370.140411,0.229661
time,s1003b.words,378.85900000000004,379.069,0.21,taym,taym,t,378.93925,0.08,ay+1,379.02925,0.09
tight,s1003b.words,382.25199999999995,382.63300000000004,0.381,tayt,tayt,t,382.387939,0.136027,ay,382.555437,0.167498
tight,s1003b.words,383.56199999999995,383.839,0.27699999999999997,tayt,tayt,t,383.68122200000005,0.119282,ay,383.787359,0.106137
kind,s1003b.words,387.461,387.652,0.191,kaynd,kahnx,k,387.579612,0.11850799999999999,ah,387.620832,0.04122
kind,s1003b.words,387.461,387.652,0.191,kaynd,kahnx,k,387.579612,0.11850799999999999,ah,387.620832,0.04122
kind,s1003b.words,399.19,399.42400000000004,0.23399999999999999,kaynd,kaen,k,399.330437,0.140149,ae,399.374,0.043563
kind,s1003b.words,399.19,399.42400000000004,0.23399999999999999,kaynd,kaen,k,399.330437,0.140149,ae,399.374,0.043563
top,s1003b.words,469.94800000000004,470.161,0.213,taap,taap,t,470.032411,0.08450099999999999,aa+1,470.131437,0.099026
part,s1003b.words,481.51099999999997,481.876,0.365,paart,paart,p,481.595938,0.084756,aa+1,481.66163600000004,0.065698
ton,s1003b.words,523.5219999999999,523.847,0.325,tahn,tahnx,t,523.712337,0.19064,ah,523.82054,0.108203
two,s1003b.words,528.394,528.572,0.17800000000000002,tuw,tuw,t,528.496965,0.103051,uw+1,528.572188,0.0752229999999
put,s1003b.words,539.494,539.597,0.10300000000000001,puht,puhdx,p,539.5491049999999,0.054617,uh,539.576929,0.027823999999899998
ten,s1003b.words,556.247,556.481,0.23399999999999999,tehn,tehn,t,556.364125,0.116749,eh,556.442142,0.07801699999999999
come,s1003b.words,569.433,569.6030000000001,0.17,kahm,kahm,k,569.526435,0.093776,ah,569.5480759999999,0.021641
told,s1004a.words,51.048,51.226000000000006,0.17800000000000002,towld,tahl,t,51.140784000000004,0.092471,ah,51.188313,0.047529
come,s1004a.words,62.72,62.873999999999995,0.154,kahm,kahm,k,62.78825,0.068733,ah,62.82669,0.038439999999999995
tell,s1004a.words,91.352,91.652,0.3,tehl,tahl,t,91.52619399999999,0.174156,ah,91.60554300000001,0.079349
told,s1004a.words,114.98,115.226,0.24600000000000002,towld,towb,t,115.14868799999999,0.16886400000000001,ow+1,115.20653600000001,0.057848000000000004
put,s1101a.words,73.431,73.67433199999999,0.24333200000000002,puht,pahdx,p,73.58475,0.154049,ah,73.648134,0.06338400000000001
pearl,s1101a.words,96.48100000000001,96.898,0.41700000000000004,perl,perl,p,96.672563,0.191577,er,96.802563,0.13
come,s1101a.words,121.209,121.48200000000001,0.273,kahm,kahm,k,121.32875,0.119814,ah,121.411946,0.083196
pack,s1101a.words,153.95,154.314,0.364,paek,paek,p,154.124437,0.17444300000000001,ae,154.22476899999998,0.100332
kind,s1101a.words,167.268,167.513,0.245,kaynd,kaen,k,167.38775,0.11990799999999999,ae,167.47291299999998,0.085163
kind,s1101a.words,167.268,167.513,0.245,kaynd,kaen,k,167.38775,0.11990799999999999,ae,167.47291299999998,0.085163
two,s1101a.words,197.55175400000002,197.74900000000002,0.197246,tuw,tuh,t,197.707375,0.155621,uh,197.749006,0.041631
peace,s1101a.words,295.25,295.676,0.426,piys,piys,p,295.422058,0.172095,iy,295.50759,0.08553200000000001
peace,s1101a.words,296.029,296.371,0.342,piys,piys,p,296.17020099999996,0.141179,iy,296.253672,0.083471
pace,s1101a.words,334.116,334.648,0.532,peys,peys,p,334.287875,0.171468,ey,334.507875,0.22
call,s1101a.words,357.224,357.582,0.358,kaal,kaol,k,357.36789300000004,0.14399800000000001,ao,357.542125,0.174232
took,s1101a.words,368.86300000000006,369.126,0.263,tuhk,tuhk,t,369.022875,0.160056,uh,369.079313,0.056438
test,s1101a.words,370.721,371.086,0.365,tehst,tehst,t,370.865171,0.144267,eh,370.96513,0.099959
cook,s1101a.words,375.19699999999995,375.50699999999995,0.31,kuhk,kuhk,k,375.305188,0.10778099999999999,uh,375.413813,0.108625
caught,s1101a.words,386.283,386.54699999999997,0.264,kaat,kaot,k,386.406625,0.124098,ao,386.516625,0.11
kind,s1101a.words,400.30400000000003,400.574,0.27,kaynd,kaenx,k,400.447563,0.14383800000000002,ae,400.548986,0.101423
kind,s1101a.words,400.30400000000003,400.574,0.27,kaynd,kaenx,k,400.447563,0.14383800000000002,ae,400.548986,0.101423
town,s1101a.words,443.64300000000003,444.041574,0.398574,tawn,tawn,t,443.79095599999994,0.148393,aw,443.993966,0.20301
town,s1101a.words,479.968,480.415,0.447,tawn,tawn,t,480.112875,0.14443,aw,480.33736600000003,0.224491
talk,s1101a.words,489.659255,489.98,0.320745,taak,taok,t,489.799875,0.14062,ao,489.904429,0.104554
talk,s1101a.words,496.139,496.418,0.27899999999999997,taak,taok,t,496.26325,0.124277,ao,496.374959,0.11170899999999999
cool,s1101a.words,518.715,519.123,0.408,kuwl,kuwlah,k,518.846104,0.130874,uw,519.012012,0.165908
took,s1101b.words,18.238895,18.44625,0.207355,tuhk,tuhk,t,18.401375,0.16247999999999999,uh,18.431375,0.03
took,s1101b.words,21.194748,21.48525,0.290502,tuhk,tuhk,t,21.336687,0.143904,uh,21.377321,0.040633999999999997
key,s1101b.words,21.56625,21.97025,0.40399999999999997,kiy,kiy,k,21.800854,0.23416700000000001,iy,21.969858,0.169004
kind,s1101b.words,37.92725,38.197024,0.26977399999999996,kaynd,kaen,k,38.081063,0.15395,ae,38.156913,0.07585
kind,s1101b.words,37.92725,38.197024,0.26977399999999996,kaynd,kaen,k,38.081063,0.15395,ae,38.156913,0.07585
team,s1101b.words,38.71125,39.08525,0.374,tiym,tiym,t,38.881355,0.170292,iy,38.989558,0.108203
