ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
22447,inanities,NN,2,"0,1,1",{(inane)}>ity>,33.33333333,4,1610,49.3955095,580,1647588,3,1.76E-05,0.004480148
22448,inanition,NN,2,"0,1,1",{(inane)>ion>},100,4,1610,96.05757196,1599,6530204,3,9.03E-06,0.009114784
22492,incendiarism,NN,2,"0,1,1",{(incendiar)>ism>},100,2,430,91.85185185,271,218200,3,5.50E-05,0.001853854
22548,incubators,NN,2,"0,1,1",{(incubate)}>or>,0,3,814,49.65277778,289,937614,2,9.60E-06,0.001390391
22579,inculcation,NN,2,"0,1,1",{(inculcate)}>ion>,100,2,186,83.16645807,1599,6530204,3,9.03E-06,0.009114784
22604,indemnified,VB|JJ,2,"0,1,1",{(indemn)>ify>},50,3,834,60.52631579,153,351545,3,3.98E-05,0.00216283
22605,indemnifies,VB,2,"0,1,1",{(indemn)>ify>},50,3,834,60.52631579,153,351545,3,3.98E-05,0.00216283
22606,indemnify,VB,2,"0,1,1",{(indemn)>ify>},50,3,834,60.52631579,153,351545,3,3.98E-05,0.00216283
22607,indemnifying,VB|NN,2,"0,1,1",{(indemn)>ify>},50,3,834,60.52631579,153,351545,3,3.98E-05,0.00216283
22608,indemnities,NN,2,"0,1,1",{(indemn)>ity>},0,3,834,30.91537133,580,1647588,3,1.76E-05,0.004480148
22609,indemnity,NN,2,"0,1,1",{(indemn)>ity>},0,3,834,30.91537133,580,1647588,3,1.76E-05,0.004480148
22620,indexer,NN,2,"0,1,1",{(index)}>er>,100,2,40344,41.66300044,2274,4569119,2,3.55E-05,0.025027035
22621,indexers,NN,2,"0,1,1",{(index)}>er>,100,2,40344,41.66300044,2274,4569119,2,3.55E-05,0.025027035
22644,huffish,JJ,2,"0,1,1",{(huff)}>ish>,50,7,1187,81.2749004,252,161977,3,0.000111127,0.002780782
22647,hugely,RB,2,"0,1,1",{(huge)}>ly>,25,5,38857,16.25819814,2898,3857999,2,4.48E-05,0.026726402
22648,hugeness,NN,2,"0,1,1",{(huge)}>ness>,100,5,38857,31.80354267,1243,181553,4,0.000583852,0.016375715
22649,huger,JJ|NN,2,"0,1,1",{(huge)}>er>,50,5,38857,54.42146942,2274,4569119,2,3.55E-05,0.025027035
22650,hugest,JJ,2,"0,1,1",{(huge)}>est>,75,5,38857,26.36746143,714,287086,3,0.000261246,0.01158659
22670,humanitarians,NN,2,"0,1,1",{(human)}>ian>,11.76470588,18,222937,16.76300578,174,394113,3,2.79E-05,0.001699367
22671,humanized,VB|JJ,2,"0,1,1",{(human)}>ize>,70.58823529,18,222937,36.13053613,430,443161,3,0.00014893,0.0101962
22672,humanizes,VB,2,"0,1,1",{(human)}>ize>,70.58823529,18,222937,36.13053613,430,443161,3,0.00014893,0.0101962
22673,humanizing,VB,2,"0,1,1",{(human)}>ize>,70.58823529,18,222937,36.13053613,430,443161,3,0.00014893,0.0101962
22674,humbler,JJ|NN,2,"0,1,1",{(humble)}>er>,100,4,7246,55.52133744,2274,4569119,2,3.55E-05,0.025027035
22676,humblest,JJ,2,"0,1,1",{(humble)}>est>,66.66666667,4,7246,7.152875175,714,287086,3,0.000261246,0.01158659
22685,humidified,VB|JJ,2,"0,1,1",{(humid)}>ify>,66.66666667,4,2518,71.05263158,153,351545,3,3.98E-05,0.00216283
22686,humidifies,VB,2,"0,1,1",{(humid)}>ify>,66.66666667,4,2518,71.05263158,153,351545,3,3.98E-05,0.00216283
22687,humidifying,VB|NN|JJ,2,"0,1,1",{(humid)}>ify>,66.66666667,4,2518,71.05263158,153,351545,3,3.98E-05,0.00216283
22692,humiliations,NN,2,"0,1,1",{(humiliate)}>ion>,100,2,3730,27.28410513,1599,6530204,3,9.03E-06,0.009114784
22710,hundredths,NN,2,"0,1,1",{(hundred)}>th>,33.33333333,4,40714,36.53846154,53,86685,2,3.46E-05,0.000463464
22712,Hungarians,NN,2,"0,1,1",{(hungary)}>ian>,100,2,10310,10.40462428,174,394113,3,2.79E-05,0.001699367
22716,hungriest,JJ,2,"0,1,1",{(hungry)}>est>,100,4,6975,28.33099579,714,287086,3,0.000261246,0.01158659
22717,hungrily,RB,2,"0,1,1",{(hungry)}>ly>,33.33333333,4,6975,16.32723507,2898,3857999,2,4.48E-05,0.026726402
22726,huntresses,NN,2,"0,1,1",{(hunt)}>ess>,37.5,9,48581,33.33333333,43,34080,3,0.000205399,0.001081415
22728,hurdler,NN,2,"0,1,1",{(hurdle)}>er>,100,2,1072,45.05059393,2274,4569119,2,3.55E-05,0.025027035
22729,hurdlers,NN,2,"0,1,1",{(hurdle)}>er>,100,2,1072,45.05059393,2274,4569119,2,3.55E-05,0.025027035
22751,huskies,NN,2,"0,1,1",{(husk)}>y>,0,6,1535,10.9054326,2486,3870233,1,4.99E-05,0.029816159
22760,hustlers,NN,2,"0,1,1",{(hustle)}>er>,100,2,1926,20.80950286,2274,4569119,2,3.55E-05,0.025027035
22776,hybridized,VB|JJ,2,"0,1,1",{(hybrid)}>ize>,100,3,6221,44.75524476,430,443161,3,0.00014893,0.0101962
22777,hybridizes,VB,2,"0,1,1",{(hybrid)}>ize>,100,3,6221,44.75524476,430,443161,3,0.00014893,0.0101962
22778,hybridizing,VB,2,"0,1,1",{(hybrid)}>ize>,100,3,6221,44.75524476,430,443161,3,0.00014893,0.0101962
22782,hydrants,NN,2,"0,1,1",{(hydro)>ant>},33.33333333,28,8772,55.07559395,464,1534593,3,7.82E-06,0.001853854
22784,hydrates,VB,2,"0,1,1",{(hydro)>ate>},25.92592593,28,8772,52.88461538,937,2569118,3,2.65E-05,0.010505175
22785,hydrating,VB|NN|JJ,2,"0,1,1",{(hydro)>ate>},25.92592593,28,8772,52.88461538,937,2569118,3,2.65E-05,0.010505175
22786,HYDRIDES,NN,2,"0,1,1",{(hydro)>ide>},37.03703704,28,8772,61.53846154,14,5740,3,0,0
22793,HYDROLYZED,VB|JJ,2,"0,1,1",{(hydro)>ize>},44.44444444,28,8772,44.98834499,430,443161,3,0.00014893,0.0101962
22799,HYDROUS,JJ,2,"0,1,1",{(hydro)>ious>},81.48148148,28,8772,60.22727273,617,450833,4,7.10E-05,0.004943612
22807,hymnals,NN,2,"0,1,1",{(hymn)}>al>,100,2,3021,55.59440559,1431,4704731,2,9.14E-06,0.006642979
22826,hyphenates,VB,2,"0,1,1",{(hyphen)}>ate>,50,3,1436,46.68803419,937,2569118,3,2.65E-05,0.010505175
22827,hyphenating,VB|NN|JJ,2,"0,1,1",{(hyphen)}>ate>,50,3,1436,46.68803419,937,2569118,3,2.65E-05,0.010505175
22831,hypnotism,NN,2,"0,1,1",{(hypn)>ism>},80,6,7031,35.18518519,271,218200,3,5.50E-05,0.001853854
22832,hypnotists,NN,2,"0,1,1",{(hypn)>ist>},60,6,7031,28.19956616,462,382916,3,6.27E-05,0.003707709
22833,hypnotizes,VB,2,"0,1,1",{(hypn)>ize>},40,6,7031,25.64102564,430,443161,3,0.00014893,0.0101962
22834,hypnotizing,VB|NN|JJ,2,"0,1,1",{(hypn)>ize>},40,6,7031,25.64102564,430,443161,3,0.00014893,0.0101962
22863,iambus,NN,2,"0,1,1",{(iamb)>us>},100,3,83,96.15384615,27,178733,2,1.68E-05,0.000463464
22864,iambuses,NN,2,"0,1,1",{(iamb)>us>},100,3,83,96.15384615,27,178733,2,1.68E-05,0.000463464
22865,Iberian,JJ|NN,2,"0,1,1",{(iberia)}>n>,100,2,306,59.73154362,150,714837,1,1.12E-05,0.001235903
22886,Icelanders,NN,2,"0,1,1",{(iceland)}>er>,100,3,2433,50.94588649,2274,4569119,2,3.55E-05,0.025027035
22905,idealists,NN,2,"0,1,1",{(ideal)}>ist>,28.57142857,8,27058,18.00433839,462,382916,3,6.27E-05,0.003707709
22907,idealizes,VB,2,"0,1,1",{(ideal)}>ize>,71.42857143,8,27058,24.70862471,430,443161,3,0.00014893,0.0101962
22908,idealizing,VB|NN|JJ,2,"0,1,1",{(ideal)}>ize>,71.42857143,8,27058,24.70862471,430,443161,3,0.00014893,0.0101962
22926,idler,NN,2,"0,1,1",{(idle)}>er>,50,5,7008,37.7474703,2274,4569119,2,3.55E-05,0.025027035
22927,idlers,NN,2,"0,1,1",{(idle)}>er>,50,5,7008,37.7474703,2274,4569119,2,3.55E-05,0.025027035
22929,idlest,JJ,2,"0,1,1",{(idle)}>est>,100,5,7008,69.98597475,714,287086,3,0.000261246,0.01158659
22930,idolaters,NN,2,"0,1,1",{(idol)>ater>},80,6,3930,62.5,9,6457,4,0,0
22937,idolizes,VB,2,"0,1,1",{(idol)}>ize>,40,6,3930,34.73193473,430,443161,3,0.00014893,0.0101962
22938,idolizing,VB|NN|JJ,2,"0,1,1",{(idol)}>ize>,40,6,3930,34.73193473,430,443161,3,0.00014893,0.0101962
22947,ignites,VB,2,"0,1,1",{(ign)>ite>},33.33333333,4,3743,25,45,228495,3,8.75E-06,0.000308976
22948,igniting,VB|NN,2,"0,1,1",{(ign)>ite>},33.33333333,4,3743,25,45,228495,3,8.75E-06,0.000308976
22973,illicitly,RB,2,"0,1,1",{(illicit)}>ly>,100,2,1369,41.11149465,2898,3857999,2,4.48E-05,0.026726402
22991,illustriously,RB,2,"0,1,1",{(illustrious)}>ly>,100,2,422,86.8829824,2898,3857999,2,4.48E-05,0.026726402
22996,imaginable,JJ,2,"0,1,1",{(imagine)}>able>,57.14285714,8,54696,13.89207807,872,1227992,4,3.18E-05,0.006025027
23001,imbecilities,NN,2,"0,1,1",{(imbecile)}>ity>,100,2,557,69.43005181,580,1647588,3,1.76E-05,0.004480148
23012,imitable,JJ,2,"0,1,1",{(imit)>able>},75,9,4119,82.2043628,872,1227992,4,3.18E-05,0.006025027
23033,histrionically,RB,2,"0,1,1",{(histrionic)}>ly>,100,2,107,86.8829824,2898,3857999,2,4.48E-05,0.026726402
23048,hoarder,NN,2,"0,1,1",{(hoard)}>er>,100,2,1163,53.27760669,2274,4569119,2,3.55E-05,0.025027035
23049,hoarders,NN,2,"0,1,1",{(hoard)}>er>,100,2,1163,53.27760669,2274,4569119,2,3.55E-05,0.025027035
23057,hoarser,JJ,2,"0,1,1",{(hoarse)}>er>,75,5,308,79.19049714,2274,4569119,2,3.55E-05,0.025027035
23058,hoarsest,JJ,2,"0,1,1",{(hoarse)}>est>,100,5,308,69.98597475,714,287086,3,0.000261246,0.01158659
23060,hoaxer,NN,2,"0,1,1",{(hoax)}>er>,100,2,2626,47.64628245,2274,4569119,2,3.55E-05,0.025027035
23061,hoaxers,NN,2,"0,1,1",{(hoax)}>er>,100,2,2626,47.64628245,2274,4569119,2,3.55E-05,0.025027035
23102,hoggish,JJ,2,"0,1,1",{(hogg)}>ish>,100,2,429,56.57370518,252,161977,3,0.000111127,0.002780782
23124,holier,JJ,2,"0,1,1",{(holy)}>er>,50,9,44389,29.91641003,2274,4569119,2,3.55E-05,0.025027035
23125,holiest,JJ,2,"0,1,1",{(holy)}>est>,62.5,9,44389,15.9887798,714,287086,3,0.000261246,0.01158659
23135,hollower,NN,2,"0,1,1",{(hollow)}>er>,75,5,4642,76.46282446,2274,4569119,2,3.55E-05,0.025027035
23136,hollowest,JJ,2,"0,1,1",{(hollow)}>est>,100,5,4642,69.98597475,714,287086,3,0.000261246,0.01158659
23137,hollowly,RB,2,"0,1,1",{(hollow)}>ly>,50,5,4642,61.13220573,2898,3857999,2,4.48E-05,0.026726402
23190,Honduran,JJ,2,"0,1,1",{(hondur)>ian>},100,2,1074,43.35260116,174,394113,3,2.79E-05,0.001699367
23191,Hondurans,NN,2,"0,1,1",{(hondur)>ian>},100,2,1074,43.35260116,174,394113,3,2.79E-05,0.001699367
23207,honoraria,NN,2,"0,1,1",{(honor)}>aria>,80,11,25023,0,2,50,4,0,0
23208,honorarium,NN,2,"0,1,1",{(honor)}>ium>,60,11,25023,84.21052632,39,171985,3,0,0
23209,honorariums,NN,2,"0,1,1",{(honor)}>ium>,60,11,25023,84.21052632,39,171985,3,0,0
23211,honorifics,NN,2,"0,1,1",{(honor)}>ic>,50,11,25023,40.86870681,1014,1472797,2,2.78E-05,0.006334003
23214,honourable,JJ,2,"0,1,1",{(honor)}>able>,10,11,25023,6.429391504,872,1227992,4,3.18E-05,0.006025027
23233,hookers,NN,2,"0,1,1",{(hook)}>er>,11.11111111,10,25706,14.56225253,2274,4569119,2,3.55E-05,0.025027035
23242,hooters,NN,2,"0,1,1",{(hoot)}>er>,100,2,1710,24.19709635,2274,4569119,2,3.55E-05,0.025027035
23251,hoppers,NN,2,"0,1,1",{(hop)}>er>,14.28571429,8,10328,16.76198856,2274,4569119,2,3.55E-05,0.025027035
23263,hornless,JJ,2,"0,1,1",{(horn)}>less>,86.66666667,16,16055,79.29155313,368,158354,4,0.000119984,0.00293527
23269,horrendously,RB,2,"0,1,1",{(horrendous)}>ly>,100,2,1469,25.44011046,2898,3857999,2,4.48E-05,0.026726402
23273,horrifies,VB,2,"0,1,1",{(horr)>ify>},25,9,14066,21.71052632,153,351545,3,3.98E-05,0.00216283
23277,HORSEDOM,NN,2,"0,1,1",{(horse)}>dom>,91.17647059,35,39630,94.11764706,18,78872,3,2.54E-05,0.000308976
23316,hospitalizes,VB,2,"0,1,1",{(hospital)}>ize>,66.66666667,4,25898,23.77622378,430,443161,3,0.00014893,0.0101962
23317,hospitalizing,VB|NN|JJ,2,"0,1,1",{(hospital)}>ize>,66.66666667,4,25898,23.77622378,430,443161,3,0.00014893,0.0101962
23323,hosteller,NN,2,"0,1,1",{(hostel)}>er>,100,3,1079,81.91816982,2274,4569119,2,3.55E-05,0.025027035
23324,hostellers,NN,2,"0,1,1",{(hostel)}>er>,100,3,1079,81.91816982,2274,4569119,2,3.55E-05,0.025027035
23325,hostelry,NN,2,"0,1,1",{(hostel)}>ory>,50,3,1079,73.23943662,356,725186,3,2.62E-05,0.00293527
23327,hostilely,RB,2,"0,1,1",{(hostile)}>ly>,100,3,7197,76.97618226,2898,3857999,2,4.48E-05,0.026726402
23333,hotelier,NN,2,"0,1,1",{(hotel)}>er>,50,3,25920,58.2050154,2274,4569119,2,3.55E-05,0.025027035
23334,hoteliers,NN,2,"0,1,1",{(hotel)}>er>,50,3,25920,58.2050154,2274,4569119,2,3.55E-05,0.025027035
23341,hotly,RB,2,"0,1,1",{(hot)}>ly>,23.07692308,14,56978,18.46738005,2898,3857999,2,4.48E-05,0.026726402
23355,hourly,JJ,2,"0,1,1",{(hour)}>ly>,20,6,130066,5.937176389,2898,3857999,2,4.48E-05,0.026726402
23362,houseful,NN,2,"0,1,1",{(house)}>ful>,61.11111111,91,155845,66.66666667,343,429561,3,5.82E-05,0.003862197
23363,housefuls,NN,2,"0,1,1",{(house)}>ful>,61.11111111,91,155845,66.66666667,343,429561,3,5.82E-05,0.003862197
23385,hoverer,NN,2,"0,1,1",{(hover)}>er>,100,3,2338,79.19049714,2274,4569119,2,3.55E-05,0.025027035
23386,hoverers,NN,2,"0,1,1",{(hover)}>er>,100,3,2338,79.19049714,2274,4569119,2,3.55E-05,0.025027035
23396,howler,NN,2,"0,1,1",{(howl)}>er>,100,2,8360,30.88429388,2274,4569119,2,3.55E-05,0.025027035
23397,howlers,NN,2,"0,1,1",{(howl)}>er>,100,2,8360,30.88429388,2274,4569119,2,3.55E-05,0.025027035
23409,hoydenish,JJ,2,"0,1,1",{(hoyden)}>ish>,100,2,20,74.50199203,252,161977,3,0.000111127,0.002780782
23429,headship,NN,2,"0,1,1",{(head)}>ship>,73.19587629,98,230581,78.66666667,76,164220,4,1.22E-05,0.000308976
23430,headships,NN,2,"0,1,1",{(head)}>ship>,73.19587629,98,230581,78.66666667,76,164220,4,1.22E-05,0.000308976
23438,healers,NN,2,"0,1,1",{(heal)}>er>,100,2,19345,8.578970524,2274,4569119,2,3.55E-05,0.025027035
23455,heartened,VB,2,"0,1,1",{(heart)}>en>,28.20512821,40,64172,47.78325123,204,655590,2,1.68E-05,0.001699367
23457,heartens,VB,2,"0,1,1",{(heart)}>en>,28.20512821,40,64172,47.78325123,204,655590,2,1.68E-05,0.001699367
23487,heckler,NN,2,"0,1,1",{(heckle)}>er>,0,2,683,26.96876375,2274,4569119,2,3.55E-05,0.025027035
23488,hecklers,NN,2,"0,1,1",{(heckle)}>er>,0,2,683,26.96876375,2274,4569119,2,3.55E-05,0.025027035
23494,hectically,RB,2,"0,1,1",{(hectic)}>ly>,100,2,478,86.8829824,2898,3857999,2,4.48E-05,0.026726402
23511,heedful,JJ,2,"0,1,1",{(heed)}>ful>,71.42857143,8,3476,92.98245614,343,429561,3,5.82E-05,0.003862197
23525,heftier,JJ,2,"0,1,1",{(hefty)}>er>,33.33333333,4,1183,63.44038715,2274,4569119,2,3.55E-05,0.025027035
23526,heftiest,JJ,2,"0,1,1",{(hefty)}>est>,66.66666667,4,1183,51.61290323,714,287086,3,0.000261246,0.01158659
23527,heftily,RB,2,"0,1,1",{(hefty)}>ly>,100,4,1183,86.8829824,2898,3857999,2,4.48E-05,0.026726402
23530,HEGELIAN,NN|JJ,2,"0,1,1",{(hegel)}>ian>,100,2,455,63.58381503,174,394113,3,2.79E-05,0.001699367
23541,heightens,VB,2,"0,1,1",{(height)}>en>,100,2,17554,28.57142857,204,655590,2,1.68E-05,0.001699367
23545,heinously,RB,2,"0,1,1",{(heinous)}>ly>,50,3,1058,52.84777356,2898,3857999,2,4.48E-05,0.026726402
23546,heinousness,NN,2,"0,1,1",{(heinous)}>ness>,100,3,1058,51.36876006,1243,181553,4,0.000583852,0.016375715
23549,heiresses,NN,2,"0,1,1",{(heir)}>ess>,100,3,2722,35.71428571,43,34080,3,0.000205399,0.001081415
23627,heraldic,JJ,2,"0,1,1",{(herald)}>ic>,100,3,3196,40.57255676,1014,1472797,2,2.78E-05,0.006334003
23630,herbaceous,JJ,2,"0,1,1",{(herb)}>ious>,100,7,9020,51.62337662,617,450833,4,7.10E-05,0.004943612
23631,herbage,NN,2,"0,1,1",{(herb)}>age>,83.33333333,7,9020,80.24691358,82,257400,3,1.94E-05,0.000772439
23646,heresies,NN,2,"0,1,1",{(heres)>y>},33.33333333,4,5942,9.255533199,2486,3870233,1,4.99E-05,0.029816159
23657,hermetically,RB,2,"0,1,1",{(hermetic)}>ly>,100,2,271,37.69416638,2898,3857999,2,4.48E-05,0.026726402
23658,hermitages,NN,2,"0,1,1",{(hermit)}>age>,100,2,667,69.13580247,82,257400,3,1.94E-05,0.000772439
23663,heroines,NN,2,"0,1,1",{(hero)>ine>},33.33333333,7,27227,17.24137931,30,18081,3,0.000110613,0.000308976
23697,heuristically,RB,2,"0,1,1",{(heuristic)}>ly>,100,2,809,52.84777356,2898,3857999,2,4.48E-05,0.026726402
23705,hewer,NN,2,"0,1,1",{(hew)}>er>,100,3,315,61.28464584,2274,4569119,2,3.55E-05,0.025027035
23706,hewers,NN,2,"0,1,1",{(hew)}>er>,100,3,315,61.28464584,2274,4569119,2,3.55E-05,0.025027035
23710,hewn,VB,2,"0,1,1",{(hew)}>n>,50,3,315,72.48322148,150,714837,1,1.12E-05,0.001235903
23733,hideousness,NN,2,"0,1,1",{(hideous)}>ness>,100,3,2001,45.81320451,1243,181553,4,0.000583852,0.016375715
23757,highnesses,NN,2,"0,1,1",{(high)}>ness>,39.13043478,24,339513,8.45410628,1243,181553,4,0.000583852,0.016375715
23763,hijacker,NN,2,"0,1,1",{(hijack)}>er>,100,2,779,47.86625605,2274,4569119,2,3.55E-05,0.025027035
23766,hikers,NN,2,"0,1,1",{(hike)}>er>,33.33333333,4,9038,15.39815222,2274,4569119,2,3.55E-05,0.025027035
23778,hillock,NN,2,"0,1,1",{(hill)>ock>},84.61538462,14,48436,100,2,1148,3,0,0
23779,hillocks,NN,2,"0,1,1",{(hill)>ock>},84.61538462,14,48436,100,2,1148,3,0,0
23797,Hindustani,NN|JJ,2,"0,1,1",{(hindustan)}>i>,0,2,410,43.33333333,31,21164,1,4.73E-05,0.000154488
23807,Hippocratic,JJ,2,"0,1,1",{(hippocrat)>ic>},0,1,66,59.92102665,1014,1472797,2,2.78E-05,0.006334003
23811,hipsters,NN,2,"0,1,1",{(hip)}>ster>,50,3,13643,76.92307692,14,5015,4,0,0
23814,hireling,NN,2,"0,1,1",{(hire)}>ling>,100,2,24972,80,16,4289,4,0.000466309,0.000308976
23840,Haitians,NN,2,"0,1,1",{(haiti)}>ian>,100,2,3587,22.5433526,174,394113,3,2.79E-05,0.001699367
23872,hallucinated,VB|JJ,2,"0,1,1",{(hallucin)>ate>},33.33333333,4,2826,40.81196581,937,2569118,3,2.65E-05,0.010505175
23873,hallucinates,VB,2,"0,1,1",{(hallucin)>ate>},33.33333333,4,2826,40.81196581,937,2569118,3,2.65E-05,0.010505175
23927,HANDER,NN,2,"0,1,1",{(hand)}>er>,46.66666667,61,232844,44.91860977,2274,4569119,2,3.55E-05,0.025027035
23934,handleable,JJ,2,"0,1,1",{(handle)}>able>,77.77777778,10,96192,74.51205511,872,1227992,4,3.18E-05,0.006025027
23962,HANOVERIAN,NN|JJ,2,"0,1,1",{(hanover)}>ian>,100,2,1647,80.34682081,174,394113,3,2.79E-05,0.001699367
23972,haply,RB,2,"0,1,1",{(hap)}>ly>,100,6,2142,60.09665171,2898,3857999,2,4.48E-05,0.026726402
23976,harassment,NN,2,"0,1,1",{(harass)}>ment>,100,2,10870,16.72473868,288,1423689,4,1.26E-05,0.002780782
23980,harbourage,NN,2,"0,1,1",{(harbor)}>age>,50,3,6079,97.5308642,82,257400,3,1.94E-05,0.000772439
23981,harbourages,NN,2,"0,1,1",{(harbor)}>age>,50,3,6079,97.5308642,82,257400,3,1.94E-05,0.000772439
23983,harbourer,NN,2,"0,1,1",{(harbor)}>er>,50,3,6079,87.1975363,2274,4569119,2,3.55E-05,0.025027035
23984,harbourers,NN,2,"0,1,1",{(harbor)}>er>,50,3,6079,87.1975363,2274,4569119,2,3.55E-05,0.025027035
23998,hardening,VB,2,"0,1,1",{(hard)}>en>,24.13793103,30,315496,16.74876847,204,655590,2,1.68E-05,0.001699367
23999,hardens,VB,2,"0,1,1",{(hard)}>en>,24.13793103,30,315496,16.74876847,204,655590,2,1.68E-05,0.001699367
24039,harmonics,NN,2,"0,1,1",{(harmon)>ic>},6.666666667,16,12033,8.687068115,1014,1472797,2,2.78E-05,0.006334003
24044,harmonized,VB|JJ,2,"0,1,1",{(harmon)>ize>},33.33333333,16,12033,22.37762238,430,443161,3,0.00014893,0.0101962
24045,harmonizes,VB,2,"0,1,1",{(harmon)>ize>},33.33333333,16,12033,22.37762238,430,443161,3,0.00014893,0.0101962
24046,harmonizing,VB|NN,2,"0,1,1",{(harmon)>ize>},33.33333333,16,12033,22.37762238,430,443161,3,0.00014893,0.0101962
24052,harpists,NN,2,"0,1,1",{(harp)}>ist>,100,2,2330,58.56832972,462,382916,3,6.27E-05,0.003707709
24076,harshest,JJ,2,"0,1,1",{(harsh)}>est>,80,6,6400,13.04347826,714,287086,3,0.000261246,0.01158659
24093,harvesters,NN,2,"0,1,1",{(harvest)}>er>,100,2,4378,24.76902772,2274,4569119,2,3.55E-05,0.025027035
24110,hastens,VB,2,"0,1,1",{(haste)}>en>,33.33333333,7,3232,36.45320197,204,655590,2,1.68E-05,0.001699367
24116,hatcheries,NN,2,"0,1,1",{(hatch)}>ory>,66.66666667,4,4036,52.3943662,356,725186,3,2.62E-05,0.00293527
24123,hatful,NN,2,"0,1,1",{(hat)}>ful>,71.42857143,8,21751,65.49707602,343,429561,3,5.82E-05,0.003862197
24124,hatfuls,NN,2,"0,1,1",{(hat)}>ful>,71.42857143,8,21751,65.49707602,343,429561,3,5.82E-05,0.003862197
24135,haughtier,JJ,2,"0,1,1",{(haughty)}>er>,100,5,312,87.1975363,2274,4569119,2,3.55E-05,0.025027035
24136,haughtiest,JJ,2,"0,1,1",{(haughty)}>est>,75,5,312,51.61290323,714,287086,3,0.000261246,0.01158659
24138,hauler,NN,2,"0,1,1",{(haul)}>er>,66.66666667,4,5109,40.03519578,2274,4569119,2,3.55E-05,0.025027035
24139,haulers,NN,2,"0,1,1",{(haul)}>er>,66.66666667,4,5109,40.03519578,2274,4569119,2,3.55E-05,0.025027035
24145,hauntingly,RB,2,"0,1,1",{(haunt)}>ly>,100,2,5875,36.00276148,2898,3857999,2,4.48E-05,0.026726402
24169,hawkish,JJ,2,"0,1,1",{(hawk)}>ish>,100,4,5657,33.86454183,252,161977,3,0.000111127,0.002780782
24214,headers,NN,2,"0,1,1",{(head)}>er>,1.030927835,98,230581,1.40783106,2274,4569119,2,3.55E-05,0.025027035
24216,greyest,JJ,2,"0,1,1",{(grey)}>est>,100,7,17034,69.98597475,714,287086,3,0.000261246,0.01158659
24218,greyish,JJ,2,"0,1,1",{(grey)}>ish>,33.33333333,7,17034,26.69322709,252,161977,3,0.000111127,0.002780782
24220,greyness,NN,2,"0,1,1",{(grey)}>ness>,50,7,17034,28.66344605,1243,181553,4,0.000583852,0.016375715
24252,grimmest,JJ,2,"0,1,1",{(grimm)}>est>,100,3,563,38.00841515,714,287086,3,0.000261246,0.01158659
24258,griper,NN,2,"0,1,1",{(gripe)}>er>,100,2,2657,62.73647162,2274,4569119,2,3.55E-05,0.025027035
24259,gripers,NN,2,"0,1,1",{(gripe)}>er>,100,2,2657,62.73647162,2274,4569119,2,3.55E-05,0.025027035
24262,grippingly,RB,2,"0,1,1",{(grip)}>ly>,66.66666667,4,11463,86.8829824,2898,3857999,2,4.48E-05,0.026726402
24266,grislier,JJ,2,"0,1,1",{(grisly)}>er>,100,2,256,79.19049714,2274,4569119,2,3.55E-05,0.025027035
24275,grizzlies,NN,2,"0,1,1",{(grizzle)}>y>,0,2,2973,6.358148893,2486,3870233,1,4.99E-05,0.029816159
24291,groover,NN,2,"0,1,1",{(groove)}>er>,50,5,4271,45.13858337,2274,4569119,2,3.55E-05,0.025027035
24292,groovers,NN,2,"0,1,1",{(groove)}>er>,50,5,4271,45.13858337,2274,4569119,2,3.55E-05,0.025027035
24297,gropingly,RB,2,"0,1,1",{(grope)}>ly>,100,2,627,73.86952019,2898,3857999,2,4.48E-05,0.026726402
24301,grosser,JJ,2,"0,1,1",{(gross)}>er>,42.85714286,8,11158,43.02683678,2274,4569119,2,3.55E-05,0.025027035
24303,grossest,JJ,2,"0,1,1",{(gross)}>est>,57.14285714,8,11158,16.69004208,714,287086,3,0.000261246,0.01158659
24306,grossness,NN,2,"0,1,1",{(gross)}>ness>,71.42857143,8,11158,32.52818035,1243,181553,4,0.000583852,0.016375715
24309,grotesqueness,NN,2,"0,1,1",{(grotesque)}>ness>,100,3,834,59.09822866,1243,181553,4,0.000583852,0.016375715
24316,grotty,JJ,2,"0,1,1",{(grot)}>y>,0,4,92,35.09054326,2486,3870233,1,4.99E-05,0.029816159
24333,groupies,NN,2,"0,1,1",{(group)}>y>,20,6,401691,8.692152918,2486,3870233,1,4.99E-05,0.029816159
24338,groveller,NN,2,"0,1,1",{(grovel)}>er>,100,2,1047,69.81962165,2274,4569119,2,3.55E-05,0.025027035
24339,grovellers,NN,2,"0,1,1",{(grovel)}>er>,100,2,1047,69.81962165,2274,4569119,2,3.55E-05,0.025027035
24344,growler,NN,2,"0,1,1",{(growl)}>er>,50,3,1804,58.6449626,2274,4569119,2,3.55E-05,0.025027035
24345,growlers,NN,2,"0,1,1",{(growl)}>er>,50,3,1804,58.6449626,2274,4569119,2,3.55E-05,0.025027035
24346,growlingly,RB,2,"0,1,1",{(growl)}>ly>,100,3,1804,80.98032447,2898,3857999,2,4.48E-05,0.026726402
