text,speaker
I'm going to give him another one .,child
now if I could just get it off .,child
I'll give them a piece .,child
he wants to take it to show and tell .,child
daddy what does final mean ?,child
you better come up with me and that's final .,child
okay that's final number two .,child
if you don't come then that's final number three .,child
okay Dad let's switch it around and do it the other way .,child
when I jump over good then you tickle me and when I don't jump over good you tickle me .,child
do you want your Bangus ?,child
he wants you he loves you .,child
I'm full .,child
that was all I could take .,child
yes I think she's pretty even though she doesn't wear that stuff .,child
well you still will look nice .,child
don't say that Marky .,child
don't say that Marky .,child
it would be most helpful if you didn't say a word at all .,child
great going Dad you saved Castle Gray Skull !,child
you just poured pee all over my head .,child
if you have a big name you do a big job .,child
because one time I saw you know our school ?,child
my school has kind of like cartoon movies .,child
we have one that's called that that that with the add one with those a little girl and little boy and the boy hasta have a check up ...,child
and to be tippietoppie and ...,child
go to school and then and the doctor doctor instruments and while the doctor isn't there do it another a third patient .,child
they talked to the instruments of the doctor's and ...,child
and then and then ...,child
then the doctor came in ...,child
and the girl and then said to and then the boy reminded the girl to wait for him outside and then he had and then he had a check up .,child
don't turn off .,child
cause today we built a snow man .,child
one of the instruments .,child
I don't know .,child
it's such a hard name .,child
yeah I think .,child
yeah I think .,child
well we built the snow man's eyes were nuts .,child
and his nose was a carrot .,child
his lips were two cherries .,child
he had our pictured cap for a hat .,child
and then his hands were made of branches .,child
and his legs are made out_of branches .,child
and he and because_of his hat he took two base ball bats ...,child
and holded them and he's still out there .,child
he holded them .,child
dad Dad hold them and he's still out there .,child
we're going to to leave him out there in the middle of the night .,child
oh I can see him .,child
don't you like him ?,child
don't you like him Dad ?,child
oh no !,child
oh yeah .,child
maybe we will because we're really good friends .,child
I think so .,child
I don't know so I say if I don't know I say eat ?,child
eat my little frosty friend ?,child
that means I don't know if I'm going to eat it or not .,child
hey Dad hey Dad !,child
open the refrigerator .,child
yeah I liked it .,child
open the refrigerator and look in every place you might find a snow ball and that snow ball will be my best snow ball .,child
just look in .,child
that's not what we wanna ...,child
dad Dad .,child
come on right now .,child
Dad can we have dessert after this ?,child
I wanna eat my sandwich .,child
I just want my sandwich .,child
dad did you notice that we have crystal shard ?,child
yeah but it's not big .,child
we got them from school but from nothing .,child
we found it in the water and sand area .,child
but it doesn't give power .,child
but is a crystal .,child
I'll go get it .,child
if I can find it .,child
well Dad I can't find it but I can show you what size it was .,child
it was this size it was this size Dad .,child
look at my finger look at my two fingers was this size .,child
see it ?,child
that size .,child
was that big this is that big .,child
nahunh it's not that big just this big .,child
hey Dad guess what .,child
you know I mean this big this much bigger than Joey .,child
this much .,child
this much see ?,child
this much .,child
Dad this much is how much I'm bigger than Joey see ?,child
now we get our dessert .,child
I was going to say chocolate chip .,child
not me .,child
oh yeah umhum .,child
it's a spider .,child
is it a spider ?,child
I did .,child
daddy let me have it .,child
daddy I wanna show you what they are .,child
here's you here's the sky and here's the wind here's where I started to write my name here's my name .,child
the one that has the r o s s is mine .,child
just look for the r o s s .,child
if it doesn't have an r o s s then ...,child
just show it to us .,child
yeah and if it has it and if it doesn't have a m r ...,child
m a r k then just show us .,child
and we'll find out who it is who's it is .,child
never seen it or done it before then we'll put them at school when we get there when you pick us up you'll put it in somebody others ...,child
now we get our dessert .,child
now we get our dessert right Dad ?,child
can I see it ?,child
can I just look at it ?,child
I can hear it I can hear it Dad .,child
look can you open it for I'll let you hear it .,child
no you have you have sausage hands you hafta wash your hands .,child
daddy look at this force .,child
not me .,child
I want my milk too .,child
you had three of them .,child
can I have some milk .,child
oh so that's why there are only three .,child
I looked at my Pac_Man see ?,child
then it looks like a real Pac_Man .,child
a cookie Pac_Man .,child
now it looks like a Pac_Man .,child
dad in this little kid for over on on tv over there .,child
this little kid was real smart just real smart .,child
and he likes to study .,child
he works in college .,child
and and there was one guy that didn't like him .,child
everybody else liked him .,child
and he planned one running away because the boss .,child
his college teacher wasn't being so nice to him .,child
and life turned out miserable and and then he decided to leave and then they told him to get off the bus and he got off the bus but the forgot his suitcase and then he went back up the bus got his suitcase and went down .,child
right after that ...,child
it was the Winds of Woopie .,child
cause we're big .,child
cause then we'll be real big .,child
no then you'll know what to do and what not to do .,child
I know a little bit more like ...,child
I know a little bit .,child
I know a little bit what you should do if you are in a war .,child
if you learn real violence .,child
just don't watch anymore violent tv ...,child
watch cartoons .,child
don't go into it .,child
or if you didn't wanna hear the crashes and bams you could put on your ear muffs .,child
daddy if you didn't wanna hear the crashes and bams you could put on your ear muffs .,child
I heard about something on what will they think of next .,child
and if there is an earthquake all you hafta is is get some stuff and go away the fun .,child
instead of having mean stuff you'll just enjoy fun .,child
dad can't this be a leftover ?,child
I'll break it in half .,child
I'll give a piece to Mom .,child
"playing a game and the was there and and then suddenly water sprayed out_of their heads and then at the end the man said ""/.",child
well let's see you be funny .,child
the Winds of Woopie .,child
they were both specials .,child
the smart boy one and the Winds of Woopie .,child
I don't know .,child
but I liked the Winds of Woopie .,child
it had the story of Winds of War .,child
it had the winds like Winds of Woopie .,child
like add the winds .,child
the winds ...,child
the Winds of War it had like in Winds of Woopie .,child
I want more milk too .,child
yeah and remember there's a little light in your room for the boys .,child
no please .,child
what did you say or do to her ?,child
I wanna know .,child
tell me !,child
tell me !,child
tell me .,child
we could just press a button .,child
we have the button .,child
the more yummy they are ...,child
boy is this a problem .,child
mom are fridays always before saturdays ?,child
that's good .,child
if a person came and got us it doesn't matter cause we got got handcuffs and a string and we could rope them .,child
mom didn't even tell me to tell you to come down .,child
mom didn't even ask me to tell you to come down .,child
no don't guess anymore I'll give you a hint I'll draw you a picture that what he does .,child
I love you Daddy .,child
then you took the words right out_of my mouth .,child
I think you'll be pleased with me .,child
what were you up to down there ?,child
you said that harm was Michael Knight and we pretended that the Dukes of Hazard's car was his car and and Luke was the person that controlled it and Knight Rider was Luke's friend .,child
he went down and then he went up and then he jumped .,child
no no no Luke ran the thing .,child
Luke you see Luke was right under the jumping thing not the jumping thing but the thing that goes down he was right under it .,child
he was he was gave he was giving ah Michael Knight to gain ...,child
so so yeah so his car would run and in the back of thing it had two little round guns in one hid and when he he blasts it up in the air the little guns we ...,child
the fire came out_of them .,child
and went in full speed he didn't crack up they went round and round and round your bed .,child
this is about out toy .,child
he just landed he landed in the back of Luke .,child
no there's a little thing in front of Luke and he landed right on it .,child
oh yeah I don't know what they were but there was just a_lot_of people under your bed .,child
and they were watching Bat_Man and Robin in in it and she was in in the Bat_Mobile Bat Man and Robin and were in the Bat_Mobile Knight Rider wasn't in the Knight Rider car Knight Rider run .,child
the people that were under your bed were the ones to see who won .,child
those ones who choose Bat_Man and Knight Rider lost .,child
you were Bat_Man and Robin I was Michael Knight and Luke .,child
you were doing work .,child
you couldn't be cause you were at work .,child
were you bossy to your kids ?,child
but you were .,child
well just you told to me ...,child
you just stay in your room ?,child
did people come in your room ?,child
why doesn't anybody come in your room ?,child
why don't do they usually come in your room ?,child
oh then why don't they do it these days ?,child
tomorrow is not ...,child
no nobody's home at Sunday .,child
no and every some people nobody's at work at Sunday except you .,child
yeah but not on Saturday .,child
hey Dad ?,child
do you what ?,child
when I ...,child
use things cartoon did was something I thought it was ...,child
when it really was Saturday .,child
I thought Monday came before Saturday .,child
go find the go find Super Man .,child
I'm going to find Super Man .,child
I had the worst dream of my life .,child
well there were other things besides it but I was in a Marky's bed .,child
can I have this cut too .,child
Marky can go to school .,child
you thought he couldn't go to school because we didn't have the medicine because you thought you couldn't get the medicine but then you got it .,child
so he can go to school so the answer is yes .,child
you thought that he couldn't because you thought that we couldn't ...,child
you couldn't find any medicine .,child
but we did so Marky can go .,child
"he used words he said ""/.",child
where's other sock .,child
you see sometime I can understand his little cries .,child
not ear ears .,child
what are five and five ?,child
how do you know ?,child
daddy I'll put this in my bed so I remember .,child
so I can show you in the morning .,child
this called Panther and the Bean Stalk .,child
because he saw the giant .,child
may I have some milk .,child
no milk .,child
I wish I could let you in here but there's no room .,child
besides heat isn't everything .,child
I'm not going to have any breakfast .,child
like you said the other day you're going to make us starve .,child
I sure wish you weren't .,child
I hate the smell .,child
no I thought the food was going to be something I didn't like .,child
ahhah you were forgetting .,child
that light is going to be left on .,child
maybe the sun is burned out ?,child
oh I don't know .,child
daddy I had a dream about me and Marky and there were lots_of coke can and if we would open them we would find Easter Bunny eggs .,child
Marky wanted a pink one I gave him the other pink one and I got that pink one .,child
that's all .,child
yeah but short .,child
no in this area is the forest .,child
we can eat any more food .,child
daddy I wanna tell you something .,child
yes I do .,child
I need the wand I needta change to another channel .,child
what I had in mind was that we would move all these shelves over there .,child
I don't remember saying that .,child
take away Marky's kitty take away his kitty .,child
only one shoe ?,child
I don't have one foot you're crazy .,child
you know what Dad I think it was a good idea to put it there .,child
because it's not next to anything and I won't wanna climb on it .,child
there's nothing I wanna climb up to get .,child
you know what ?,child
if I were a baby you know what I would do ?,child
I won't climb on anything dangerous .,child
still the same thing I'd keep away from it .,child
no if I were near something .,child
I would not touch and not even climb on it .,child
because it might hurt me .,child
still the same thing .,child
dad I have my fast running shoes on and they are baseball shoes .,child
he is .,child
or why would they call him Brainny ?,child
I said that if Daddy didn't go to work then we could find play .,child
you won't go to work .,child
then I could play Night Rider .,child
I wouldn't hafta get a toy .,child
not go .,child
maybe I want go and toy .,child
maybe we could go first and then buy the toy .,child
or buy the toy and then go .,child
I think I'll be really full with this .,child
is that bottle empty ?,child
you mean it's a new one ?,child
you mean just a little bitty bit is dranken .,child
yeah I show you you see ah where the hole where the lines are .,child
that was drank .,child
did anybody drink it there ?,child
but that's all they put in .,child
humpf G_I_Joe .,child
haha your shirt is sticking out eee I can see it I can see it hey .,child
hey Daddy .,child
now can I tell Daddy what it was I was going to say ?,child
hey Daddy ?,child
it's your turn to be on stage .,child
daddy you are going to be on stage we are waiting for you .,child
you going to read a story to us .,child
no but ...,child
nobody has .,child
no Marky .,child
no Marky !,child
this hasta go there .,child
okay then Daddy not going to be on stage .,child
my turn .,child
get off !,child
a b c ...,child
get off please brother .,child
abc abc efg efg hij hij lmnop lmnop qrs qrs tuv tuv wxyz wxyz .,child
"oh , to sing the alphabet oh boy oh boy we're singing the alphabet oh oh boy .",child
oh boy !,child
called the abc rock .,child
oh boy oh boy .,child
no Marky rock and roll .,child
Marky rock and roll .,child
Marky rock and roll okay ?,child
no no it's Marky rock and roll .,child
we've done that I did that now you do the ...,child
the Rossy rock I mean the Marky rock .,child
okay Marky ?,child
okay then you're off stage .,child
okay you're all finished now get off the stage .,child
okay okay then okay .,child
if you're going to do the abc rock you got to do it to the bad guys .,child
do you wanna sit here ?,child
Marky if you wanna sit there you know what you can do ?,child
you can look at this book in there over here okay ?,child
he can look at Steamshovel .,child
and he can look at ...,child
this that would close secret top .,child
it would be right here and that would go like oo .,child
guess what ?,child
even if she uses that kind of shampoos that doesn't work I still like her I still like the look of her I still do .,child
that's right .,child
don't do anything .,child
yeah the ones that they ad .,child
are bad ones .,child
just don't do anything .,child
well I don't know .,child
I guess I just like ...,child
does talk that way .,child
yeah but he's old .,child
why would we leave all our toys in there ?,child
if we left our toys in there it wouldn't make any sense we couldn't play with them .,child
besides Mom's sick .,child
you told us the other day .,child
because I keep the crystal in the back of him .,child
no stop .,child
because the boy one has the crystal .,child
no Marky .,child
leave it in there .,child
I'm going to put it in my Pac_Man pouch not the one with hearts .,child
the other one with the heart .,child
yeah that's the one that I need .,child
because every time I use that one ...,child
it's for the girls .,child
and every time I use the one in your hand ...,child
it's for the boys .,child
dad can we have the camel back ?,child
because we were playing with the camel .,child
Marky like the .,child
well give him one more .,child
cause I want him to have a better life then I do .,child
oh no not me not me .,child
you a baby you a baby .,child
try and be that when you grow up .,child
okay I'm not so ...,child
he can bury him .,child
he can cause of watch .,child
wait I can't do it .,child
try heh I'll do it with my wrench heh yeah .,child
that works cause see it's shorter .,child
oh my .,child
we want our breakfast first .,child
no first breakfast .,child
first we'll get our presents and then you get yours .,child
okay I'm not your friend .,child
okay then you're a glow in the dark monster .,child
come here !,child
get out_of here !,child
of course my old school has two slides .,child
because there lots more groups .,child
but what can you show me tomorrow ?,child
she wanted to .,child
everybody wants to .,child
do you ?,child
me I am really wide and really big .,child
dad would you put on the light in the kitchen bathroom ?,child
I got to go pee .,child
as big as the house if you were as big as the house then you would be too old .,child
it bad .,child
tell that I keep this light yellow or something .,child
I'm not sure I don't fall but sometime I put like that okay ?,child
you were just seeing things .,child
and the animals too .,child
yeah and Marky too cause he's an animal .,child
dad we found something out .,child
each animal goes in a place of these beds here and here .,child
were are you ticklish ?,child
daddy I got a game to play .,child
you lift up your arm and look to Marky .,child
that's not what I had in mind .,child
you come over to my side and then lift up your arm and look at Mark .,child
a kiss .,child
well anyway you get a kiss .,child
make that two of us one from each of us .,child
may I have a glass of milk before I go ?,child
always later .,child
dad can I ?,child
I'll trying to .,child
no oh .,child
but those buttons .,child
dad don't you know this is the wrong place to put it ?,child
because we may break the glass and the wine will come out .,child
why are we going in the night instead of in the morning like we sometimes do ?,child
can I have the white cat ?,child
well he had it all day .,child
then I'll take my white doggie .,child
I tried to warn him but he just wouldn't listen .,child
you wouldn't .,child
a man said it's just him but it's you too .,child
I can think it .,child
no not little ones big ones .,child
right I didn't do all of it to you .,child
I whispered I whispered .,child
certainly we don't wanna go driving without our seat belts on .,child
I don't know .,child
maybe he stretched it .,child
well we were trying to hurt each_other and maybe he bent his neck .,child
I don't really know that that happened .,child
is Celia and Madelane involved in this ?,child
Marky wants the little big gun .,child
he keeps looking for it but he can't find it .,child
got my e .,child
pencil here .,child
because if I make a mistake it has an eraser on the end .,child
daddy don't go dozing off in Marky's bed tonight .,child
yeah I'm Marky and Marky is Rossy .,child
if you wanna be Rossy you hafta put your blanket up like this .,child
yeah like this .,child
because I do because I don't wanna tell tell treasure so you know why I do it ?,child
I do it !,child
like that .,child
this one .,child
we tell each_other which one we wanna be and then we be those people .,child
uhuh I'm Ross .,child
no I'm Marky Dad .,child
so ask me .,child
I wanna be on that one .,child
oh good now you can have the rest of oh ...,child
and he can have the rest of them .,child
the Three Little Pigs .,child
the Three Little Pigs .,child
three Little Pigs !,child
three Little Pigs !,child
schopy schopy .,child
I want Wonder Woman .,child
uhuh we do so .,child
here see Wonder Woman .,child
wonder Woman .,child
oh shut your mouth poopie .,child
so am I so ?,child
well so ?,child
I'll jump over it .,child
there I'll jump over it .,child
no Marky you don't say I don't care I say I don't care .,child
"daddy no you say ""/.",child
what do you mean you don't care .,child
no Marky !,child
dumb head !,child
Marky is Rossy so he's sposta say what I say .,child
"you say ""/.",child
what do you mean ...,child
what do you mean you don't care ?,child
what do you mean you don't care ?,child
sorry Marky sorry .,child
you glad that we've been so good ?,child
maybe we should get something ?,child
what should that be ?,child
oh what a great present .,child
it has little things in it .,child
now I know what sugar is .,child
yes I have a big appetite I have a waffle appetite .,child
I don't wanna eat just a half a waffle I wanna eat a whole waffle .,child
no not the scissors you mean you'll cut me and real blood will come out ?,child
no Dad !,child
no just touch it okay ?,child
no that hurt Dad .,child
daddy you keep changing match box .,child
only nineteen days till Easter .,child
oh you mean the other day there were eight ?,child
she's just like Mommy was just before she walks into the television room .,child
she right over there .,child
because I don't know .,child
they let because I ...,child
in my stomach .,child
the s went into my mouth and the t went into my stomach .,child
said because there an a s in there now .,child
in my said .,child
all over .,child
just here .,child
no it comes out_of outh .,child
you don't need permission to do that .,child
that's one other thing you don't need permission to do .,child
now there are only sixteen more days until Easter .,child
not very much .,child
how do you spell pajamas ?,child
how do you write two in a word ?,child
how do you write pair ?,child
I sure wish I had some good cloths on .,child
yeah and so I wouldn't hafta pick the pancake off it .,child
I know why .,child
because they wanted to get runned over .,child
I know why .,child
who was ?,child
dad can't you ask me how good my coloring is doing ?,child
I did in the .,child
no no ...,child
every time you see me scratch that means a place is getting tickled from my own skin .,child
does that ever happen to you ?,child
well it's up to you guys you're the one's who hafta decide .,child
we went that guy drives .,child
that bus .,child
well we went in there and he drove right through through something .,child
and then we got there and they recognized me a little bit .,child
and then I got in I recognized it and then I knew that was the closest that it was the same piece where Mom and me went to see the gods .,child
no not too long .,child
well they showed you the two interesting ones and then ...,child
the boy and ...,child
the demon the demon is pretending to be a old lady .,child
and then they do the dance .,child
and he is lost in the forest .,child
and then the old lady comes back .,child
and he goes like this .,child
and then he does some dances and then ...,child
and then ...,child
no he doesn't have a sword .,child
he's just knocking on the door .,child
and then he's dancing and the old lady who's out puts the suit case down .,child
goes back in and then comes out .,child
and then he sees a thing and he heard her take em .,child
and she does and at night time she fed him and gave him some shoe skin ...,child
and then he before he went to bed he said don't look in there not a peek .,child
and then when she was asleep and she thought he was asleep .,child
she got out_of bed and peeked .,child
and then all of them came out and then they did a long dance and then the demon came out .,child
and then he took out her mask and her disguise and everything and then and it was .,child
and then in the morning she died .,child
because she was not useta the sun .,child
yeah yeah .,child
they all went home except we stayed there for a little while .,child
and that boy came out to get his cape .,child
and he didn't have those cloths on had his regular jeans on .,child
but the same face and he came out and got his cape and stuff and then Joey saw him and we saw several actors .,child
no we didn't see you .,child
and then ...,child
and then we went by bus .,child
back to school and then we had quiet time I took my Heman book and slept with it and then I let Brian sleep on my cape Joey slept with his man .,child
his motorcycle man and we went and then we had a short quiet time .,child
no you didn't .,child
you were not .,child
let go of me .,child
hi Marky !,child
tell tell tell .,child
Mark you missed a very good concert .,child
this soap is so slippery .,child
I finally found the switch light .,child
lets get Daddy confused in this .,child
the thing that we wanna get confused in is some boomerang .,child
yeah at least I wanna take a bath because then I can play with the Pac_Man .,child
at least I wanna .,child
and besides I wanna .,child
that's because we dress him up don't you like the way ?,child
yeah go ahead tomorrow you'll get over it .,child
maybe it has something to do with lieing down .,child
maybe he doesn't get enough sleep .,child
yeah I think maybe .,child
I wanna do everything the right way .,child
I wanna take my key car up there .,child
first there was an apple tree then two apples fell and then all six fell on the ground .,child
he had some paint and some paint brushes .,child
he took out a brush and put in some paint and made a picture and then he went and showed it to everybody .,child
was a tree and some no .,child
first there was a building then somebody knocked no first there was just a tree on the block then somebody was making one .,child
then there was a person was making a building next to it and then there was a building next to the tree .,child
this guy made it .,child
there are too many of tooth brushed and too little tooth paste tubes .,child
daddy I put it in this drawer and then it dropped down .,child
that other one was how do you keep a skunk from smelling ?,child
no hold it's nose ah !,child
well you said butt head to me really screamy .,child
we need you Daddy .,child
without you we make a mess .,child
we don't put them in piles .,child
well we're doing the best we can .,child
Dad did you ever do a burglary .,child
the reason why I ask is that they had a story that there was a boy who held on the steps /.,child
no no he was sitting on the steps his rubble duckie because he was mad at his mother .,child
and then he got a little older .,child
he ran away from home three times .,child
then he got older and stayed out in the street all night .,child
and then he got to be a man .,child
and he did a robbery .,child
and went to jail .,child
on tv .,child
it was an add .,child
they were telling us .,child
I want the one which Skelator is fighting with Heman and appears Teala .,child
we hafta have a little bit of mess don't we ?,child
is that right ?,child
a little bit .,child
there was good stuff on at eight o'clock .,child
you should have been here at eight o'clock .,child
put the box right there and the they can jump and swing and land on the box again .,child
that's what I was thinking .,child
you were .,child
on Nickelodeon I know I saw it .,child
well it's okay for a while but then you'd hafta come or Mom .,child
it's scary .,child
and they might not not even have our Heeman toys .,child
well we took our Star Wars ones .,child
hm so you /.,child
and before I was scared to go to Hungary .,child
hey Dad ?,child
can I have that plastic thing ?,child
can I please ?,child
I want the plastic cap .,child
that plastic /.,child
yeah all the plastic .,child
in there .,child
I'll get the stuff that you need out .,child
I'm not Mark !,child
yeah I thought so .,child
maybe you say it that you thought you know .,child
it went whoops like that that's why I thought it was Mark .,child
what's that piece of wood in there ?,child
what's that piece of wood in there ?,child
that plastic /.,child
what's is called ?,child
no not the white thing .,child
not the yeah that .,child
that thing really gets the job done .,child
oh yeah see that has two ends pointing that way .,child
hey Marky left a mark on my kitty .,child
hey Dad you're going through the holes .,child
I wish I could help .,child
do you want me to pull this ?,child
you might get cut .,child
I tried the handle .,child
maybe it's stuck .,child
oh yeah I think it was over like that .,child
no maybe it went up like this .,child
maybe it went like that .,child
really yucky .,child
why can't Marky take his glasses to preschool ?,child
I saw a little boy who had them there .,child
it's not shoes that run fast Marky .,child
it's your feet .,child
it's true .,child
the feet make you go fast not the shoes .,child
I think not .,child
dad could you help us ?,child
we're doing this jumping thing .,child
it's just that we're doing something special .,child
you hafta hold on that end and he'll jump in the it's kind of like a net .,child
and he'll jump in it while we're holding it ...,child
hold it tight !,child
I won't .,child
let that there so nobody will get hurt .,child
go on Marky .,child
up here .,child
Marky do the bottom .,child
I'm too heavy .,child
I'm just too heavy .,child
dad you don't seem to be helping us putting our toys away at all .,child
I hafta wash my hands .,child
I can't put them on without me having my pants on .,child
this is Indiana Jones and he looks like he swings so we made him swing .,child
I could tell them ...,child
I could take my little key car you know .,child
the one that looks kind of like Michael Knight's car and I could tell them that you know that little hatch that Kitt has up on top of his head I could tell them that it opens up on the top and Michael could open it up and jump onto the bad guys and jump onto the landing gear of the helicopter and climb up into the door and punch one bad guy out and then the other .,child
what has a mouth and teeth and a foot and no eyes ?,child
but then what about that part down straight ?,child
but where would they put the teeth ?,child
dad when you were little did they have any toys ?,child
bad luck for but it's okay you can play with some of my new toys .,child
well I'm not even ...,child
well why should I ?,child
I might get hungry even when we're at there .,child
yeah but why did I hafta when I was hungry .,child
but why do I hafta eat when I'm not hungry ?,child
I said maybe if I am hungry .,child
are we going to the mall ?,child
I thought you said the computers .,child
oh very tricky !,child
if you don't like this idea you don't hafta do it but when we get to the mall could we get check if they have new He people .,child
just so I can know ?,child
where they sell the He_Man people .,child
no at Penneys .,child
let's see if they put out new people and old people .,child
if I'm wrong .,child
that's just okay .,child
you don't hafta buy anybody .,child
and I know just the way to do it .,child
you play ends and that's that's how you figure out how to read .,child
it's a learning how to read game .,child
yeah maybe even some words that you ...,child
and maybe there's some words that you know that Mommy doesn't know .,child
I sure wish there weren't car accidents .,child
yeah they are even worse than car accidents .,child
the things that make make the plane the they break .,child
and they get bashed and the plane gets caught on the plane catches on fire .,child
but this is good isn't it ?,child
besides it's fancy .,child
yeah it has a better song that it has Duckstand .,child
no Duckstand .,child
yeah Duckstand Duckstand .,child
no Duckstand .,child
no Duckstand .,child
and then you wiggle your butt .,child
you say bottom .,child
sorry Dad !,child
she really does Mom .,child
or the sorceress turns into Tela .,child
I want it turned up .,child
what scissors ?,child
"I said ""/.",child
aren't those the ones that Mommy used on my hair .,child
he was a big ape that was on top of a skyscraper and a World War Two fighting plane came to hit him .,child
oh I see .,child
I was thinking of King Hong not Kung Fu .,child
I'm going to eat something for dinner to make myself real strong .,child
you know what I'm going to eat Dad ?,child
I'm going to have for dinner something that makes my eyes real strong .,child
no let's do a fight after we do all the Jumpover Han and Bucky Bucky Bronco and that stuff .,child
well nice try anyway .,child
it keeps getting higher and higher .,child
Marky's not helping .,child
you can see that .,child
daddy don't spank me for this but me and Marky put some books on our bed not like the other time but I remembered and I put some of them away .,child
but some are in a pile .,child
you didn't say you'd spank us for that did you ?,child
do you think I could go outside and help ?,child
no you don't mean that .,child
you don't mean ...,child
well I really mean is that I hate him when he puts the gum in his mouth .,child
he helped yesterday .,child
yeah he helped with one part .,child
he only helped with one part .,child
the first time he helped was when he he helped me dig .,child
the second time he did he brought a plant up for me to dig .,child
I'll get your piggybank !,child
okay but why is your stuff all over the house .,child
why are these things all over the place ?,child
the places to keep the things that we put away .,child
why do we hafta put our toys away when we don't hafta put the baked things away ?,child
I mean like that thing that you're next to that you're looking in right now that big box .,child
well how ?,child
I'm just asking you why we can't keep on putting things away all day and even when we die .,child
let's give him the killing gun .,child
what program was it on ?,child
was it a person from some program ?,child
was he that killer in that little program where there's that kitty that has powers and that girl that has powers ?,child
I didn't do that .,child
Marky did that .,child
well I don't Mom'll hafta wash it .,child
okay let me have the shirt .,child
of course !,child
very sneaky Mark .,child
Brian said they're going to be selling them next spring .,child
that's all I remember is that he said maybe next summer or next spring .,child
I certainly hope so .,child
and then I'll cry to death .,child
and here comes Mom saying goodbye .,child
yeah just go down and roll the ball at the things .,child
yeah you know why ?,child
because Jim made us practice .,child
it was fun .,child
no it was only up in the lesson .,child
it wasn't really pins ...,child
is it pins ?,child
they weren't they weren't real ones .,child
and little holes in them .,child
and there's and there's a heavy bowling it's not a real bowling ball .,child
it has red little things on it .,child
one at a time .,child
because there's only one ball .,child
lots_of things .,child
like what ?,child
there's a pony .,child
first you're sleeping in the black slip .,child
and then they stretch and stuff .,child
and then they jump and they get out the door and hop around .,child
and then when it's nighttime they get down and they cuddle up again .,child
and they keep on going and going and going until the teacher says .,child
time to stop .,child
I'll show you .,child
no farm there .,child
we do this .,child
you just pretend that you are riding the pony .,child
you're the pony .,child
we do the three bears .,child
well is sleeping in the first bed no in the house eating .,child
too cold .,child
and baby has .,child
and then they all go for a walk .,child
and they see and they are so hungry again .,child
they get so hungry that they find a honey tree .,child
and then they climb up it .,child
and Papa bear got a_lot_of honey .,child
and the Mother bear got a got regular size of honey .,child
and the baby bear had just a wee little bit .,child
a little bit of honey .,child
and the the fell down the tree like that .,child
"the grandpa the grandpa said ""/.",child
I slide down boom .,child
and he slides down the tree .,child
"and then the mother bears says no no the the big Dad says ""/.",child
I'll jump .,child
and then he jumps .,child
"and the the mother bears says ""/.",child
I'll slide down the tree .,child
and the baby bear is real smart .,child
that's all !,child
and the music ...,child
that isn't the real Three Bears .,child
that's a different one .,child
the different one or ?,child
I like the different one .,child
they won't put on the tape for us .,child
because nobody ...,child
only if the whole group goes up .,child
if we're going to be in a circle .,child
well if we're going to do Ring_Around_the_Rosy they might come up .,child
and stuff like that .,child
all of them only come up if their teachers decide what the kids are going to do .,child
what they're going to ...,child
if we're bad they make us sit on our chair or if we're up in the Rec Room and we're bad they make us sit out with our teacher .,child
and when we sit out with our teacher sometimes the kids can play .,child
Momosa is .,child
Dan's not too bad he only talks at nap time and he doesn't sleep .,child
a little not real .,child
no they're not bad .,child
no she only complains what's up there ?,child
what kind of spider is it ?,child
is that apple I mean grape juice ?,child
no I don't want more !,child
oh because I didn't wanna bother you .,child
of course .,child
most people don't go to bed yet do they ?,child
and Dad when this begins to soak out all you hafta do is put put water on it and it will go black again .,child
dad I did one of the little things you know that you do for treasure .,child
no no .,child
no no .,child
one of those things you hafta one of those little little lines that you hafta do with your finger to get to a center ...,child
see you hafta go this way .,child
yeah that's base so the bad guy so he can't shoot you .,child
yeah so you so none of the bad guys can get you .,child
okay no more Mister Nice_Guy .,child
I think I need fresh air .,child
I'm going to throw up .,child
oh yeah because it's round like a flying saucer .,child
do you know what flying saucers put their cups on when they're finished drinking ?,child
maybe I might .,child
don't pick me up too rough because my tummy's too full .,child
maybe I might because my tummy's too full .,child
I must be brave I must be strong .,child
"and then some Indians came and took something away from him and he said ""/.",child
and I must be nuts .,child
at first you won't think this is funny but at the end you think it it will be .,child
"first the two cowboys found a man dead and they told Abbott that he killed that but he said ""/.",child
no I shot over there !,child
he fell down here .,child
"and then he said ""/.",child
so who cares .,child
no no .,child
but he's dead .,child
"and then another cowboy said ""/.",child
so who cares .,child
no it was my idea not hers .,child
remember it was Mom who called you not me .,child
I'm going to .,child
you asked me to do it .,child
next time somebody asks me to do it I'm I'm going to do it .,child
how should I have known ?,child
how did I know you were teasing huh ?,child
yeah but I didn't think you would do what you were teasing .,child
hey Dad would you like this in your room ?,child
at school and you can tell people that your son gave it to you .,child
Marky can be on both of our sides .,child
when one person jumps one and then he jumps the other then he can take those two .,child
now I go first .,child
because blacks go first .,child
I don't need this stuff .,child
hey you can't jump me .,child
they're mine .,child
you mean you can't get over here .,child
yeah so ?,child
a King !,child
they're queens now .,child
if I moved this one away you could jump and get kinged right ?,child
but you didn't tell us .,child
remember Dad it's the same as that Robin Hood time remember .,child
when you didn't tell us .,child
a new case of it is reported at school .,child
dad if you bounce too much you'll make me vomitate .,child
oh you know .,child
throw up .,child
well at least it wasn't vacuumed .,child
yeah and I know what you say .,child
